customer_id,channel_name,region_name,region_group,company_size,business_type,plan,acquisition_month,starting_mrr,months_billed,revenue_to_date,has_churned,last_month
259,Referral,Walloon Brabant,Wallonia,1-9,Bar,Starter,2026-05,43.95,2,88.06,0,2026-06
260,Email,Walloon Brabant,Wallonia,50+,Snack,Group,2026-06,781.24,1,777.15,0,2026-06
261,Organic Search,East Flanders,Flanders,50+,Café,Group,2026-06,1092.68,1,1091.41,0,2026-06
262,Referral,Namur,Wallonia,10-49,Café,Pro,2026-06,110.67,1,111.01,0,2026-06
263,Referral,Liège,Wallonia,1-9,Restaurant,Starter,2026-05,40.82,2,81.56,0,2026-06
264,Email,Antwerp,Flanders,10-49,Snack,Pro,2026-05,110.08,2,219.95,0,2026-06
265,Referral,Namur,Wallonia,1-9,Restaurant,Starter,2026-05,45.31,2,90.0,0,2026-06
266,Organic Search,East Flanders,Flanders,10-49,Bar,Group,2026-06,835.16,1,835.95,0,2026-06
267,Email,Brussels,Brussels-Capital,10-49,Bar,Group,2026-05,570.43,2,1137.37,0,2026-06
268,Referral,Namur,Wallonia,1-9,Restaurant,Starter,2026-05,38.79,2,77.17,0,2026-06
269,Organic Search,Namur,Wallonia,10-49,Snack,Group,2026-06,1184.01,1,1178.42,0,2026-06
270,Referral,Brussels,Brussels-Capital,1-9,Bar,Starter,2026-05,44.11,2,88.38,0,2026-06
271,Referral,Antwerp,Flanders,1-9,Snack,Starter,2026-05,51.63,2,103.65,0,2026-06
272,Google Ads,Brussels,Brussels-Capital,10-49,Bar,Starter,2026-06,43.11,1,43.01,0,2026-06
273,LinkedIn Ads,Flemish Brabant,Flanders,1-9,Restaurant,Pro,2026-05,124.31,2,248.82,0,2026-06
274,Email,East Flanders,Flanders,50+,Bar,Pro,2026-06,130.22,1,129.96,0,2026-06
275,Referral,Brussels,Brussels-Capital,50+,Restaurant,Group,2026-05,864.21,2,1736.02,0,2026-06
276,Organic Search,Antwerp,Flanders,50+,Restaurant,Group,2026-06,1228.4,1,1222.28,0,2026-06
277,LinkedIn Ads,Brussels,Brussels-Capital,1-9,Bar,Starter,2026-05,44.13,2,87.99,0,2026-06
278,Meta Ads,Hainaut,Wallonia,1-9,Restaurant,Starter,2026-06,47.67,1,48.18,0,2026-06
279,Referral,Namur,Wallonia,1-9,Restaurant,Pro,2026-05,93.97,2,188.41,0,2026-06
280,LinkedIn Ads,Liège,Wallonia,1-9,Snack,Pro,2026-06,104.64,1,104.32,0,2026-06
281,Organic Search,Hainaut,Wallonia,1-9,Restaurant,Starter,2026-05,44.75,2,89.01,0,2026-06
282,Referral,Brussels,Brussels-Capital,10-49,Bar,Pro,2026-05,106.65,2,213.64,0,2026-06
283,Referral,Brussels,Brussels-Capital,50+,Bar,Pro,2026-06,98.86,1,97.9,0,2026-06
284,Direct,Hainaut,Wallonia,10-49,Bar,Pro,2026-05,112.74,2,225.49,0,2026-06
285,LinkedIn Ads,Brussels,Brussels-Capital,10-49,Snack,Pro,2026-06,111.92,1,112.45,0,2026-06
286,Direct,Hainaut,Wallonia,1-9,Café,Starter,2026-05,40.14,2,80.66,0,2026-06
287,Email,Namur,Wallonia,50+,Restaurant,Group,2026-06,1413.83,1,1414.21,0,2026-06
288,Email,Antwerp,Flanders,50+,Snack,Pro,2026-05,112.54,2,225.18,0,2026-06
289,Referral,Namur,Wallonia,10-49,Café,Pro,2026-05,112.58,2,225.22,0,2026-06
290,Direct,Antwerp,Flanders,1-9,Bar,Pro,2026-05,112.27,2,223.71,0,2026-06
291,Email,Walloon Brabant,Wallonia,50+,Restaurant,Group,2026-05,1371.13,2,2741.97,0,2026-06
292,Referral,Flemish Brabant,Flanders,1-9,Restaurant,Pro,2026-05,113.5,2,225.92,0,2026-06
293,Google Ads,Brussels,Brussels-Capital,1-9,Bar,Starter,2026-05,43.49,2,87.09,0,2026-06
294,Organic Search,Antwerp,Flanders,50+,Bar,Group,2026-06,500.86,1,501.57,0,2026-06
295,Organic Search,Walloon Brabant,Wallonia,1-9,Bar,Pro,2026-06,109.53,1,109.13,0,2026-06
296,Direct,East Flanders,Flanders,10-49,Restaurant,Pro,2026-06,101.25,1,100.62,0,2026-06
297,Google Ads,Brussels,Brussels-Capital,10-49,Restaurant,Pro,2026-06,113.29,1,113.23,0,2026-06
298,Organic Search,Liège,Wallonia,1-9,Restaurant,Pro,2026-05,110.45,2,221.46,0,2026-06
299,LinkedIn Ads,East Flanders,Flanders,10-49,Restaurant,Pro,2026-06,97.26,1,97.71,0,2026-06
300,Direct,East Flanders,Flanders,50+,Restaurant,Group,2026-06,862.53,1,864.39,0,2026-06
301,Referral,Brussels,Brussels-Capital,1-9,Café,Pro,2026-06,116.88,1,117.38,0,2026-06
302,Referral,Walloon Brabant,Wallonia,1-9,Restaurant,Starter,2026-05,45.6,2,91.08,0,2026-06
303,Google Ads,Liège,Wallonia,1-9,Restaurant,Starter,2026-06,44.8,1,44.84,0,2026-06
304,LinkedIn Ads,Antwerp,Flanders,1-9,Bar,Starter,2026-06,45.55,1,45.68,0,2026-06
305,Direct,Antwerp,Flanders,50+,Restaurant,Group,2026-06,541.38,1,540.95,0,2026-06
306,LinkedIn Ads,Namur,Wallonia,50+,Snack,Group,2026-06,1099.14,1,1101.4,0,2026-06
307,Organic Search,East Flanders,Flanders,10-49,Bar,Pro,2026-06,110.36,1,110.56,0,2026-06
308,Direct,Hainaut,Wallonia,1-9,Hotel,Starter,2026-06,45.5,1,45.39,0,2026-06
309,Email,East Flanders,Flanders,10-49,Restaurant,Starter,2026-06,46.67,1,46.81,0,2026-06
310,Referral,East Flanders,Flanders,1-9,Bar,Starter,2026-06,42.55,1,42.7,0,2026-06
311,Direct,Walloon Brabant,Wallonia,10-49,Restaurant,Pro,2026-06,110.86,1,110.21,0,2026-06
312,Google Ads,Hainaut,Wallonia,1-9,Snack,Starter,2026-06,50.36,1,50.49,0,2026-06
313,Direct,Antwerp,Flanders,1-9,Restaurant,Starter,2026-06,52.84,1,52.53,0,2026-06
314,Email,Brussels,Brussels-Capital,1-9,Snack,Starter,2026-05,49.62,2,99.16,0,2026-06
315,Referral,Flemish Brabant,Flanders,1-9,Restaurant,Starter,2026-06,42.36,1,42.52,0,2026-06
316,Referral,Hainaut,Wallonia,1-9,Snack,Starter,2026-06,44.41,1,44.54,0,2026-06
317,Referral,Liège,Wallonia,10-49,Snack,Group,2026-06,943.44,1,934.26,0,2026-06
318,Email,Liège,Wallonia,10-49,Restaurant,Pro,2026-06,100.84,1,101.32,0,2026-06
319,Referral,Flemish Brabant,Flanders,1-9,Restaurant,Starter,2026-06,48.01,1,48.1,0,2026-06
320,Referral,Walloon Brabant,Wallonia,1-9,Restaurant,Starter,2026-06,43.04,1,42.67,0,2026-06
321,Referral,Hainaut,Wallonia,10-49,Restaurant,Group,2026-06,1502.79,1,1513.33,0,2026-06
322,Direct,Brussels,Brussels-Capital,1-9,Café,Pro,2026-06,126.54,1,126.9,0,2026-06
323,Direct,Brussels,Brussels-Capital,50+,Restaurant,Group,2026-06,765.06,1,760.87,0,2026-06
324,Referral,Liège,Wallonia,1-9,Snack,Pro,2026-06,112.21,1,112.47,0,2026-06
325,Organic Search,East Flanders,Flanders,1-9,Restaurant,Starter,2026-06,48.62,1,48.8,0,2026-06
326,Referral,Namur,Wallonia,1-9,Bar,Starter,2026-06,43.27,1,43.48,0,2026-06
327,Email,East Flanders,Flanders,10-49,Restaurant,Pro,2026-06,112.87,1,112.43,0,2026-06
328,Referral,Antwerp,Flanders,1-9,Snack,Starter,2026-06,43.05,1,42.89,0,2026-06
329,Referral,Brussels,Brussels-Capital,1-9,Restaurant,Pro,2026-06,107.52,1,107.89,0,2026-06
330,Referral,Brussels,Brussels-Capital,1-9,Restaurant,Starter,2026-06,44.51,1,44.57,0,2026-06
331,LinkedIn Ads,Namur,Wallonia,1-9,Restaurant,Starter,2026-06,45.16,1,45.07,0,2026-06
332,Meta Ads,East Flanders,Flanders,1-9,Restaurant,Starter,2026-06,48.98,1,49.23,0,2026-06
333,Direct,Antwerp,Flanders,10-49,Restaurant,Pro,2026-06,116.43,1,117.04,0,2026-06
334,Email,Brussels,Brussels-Capital,10-49,Snack,Pro,2026-06,116.84,1,117.33,0,2026-06
335,Direct,Walloon Brabant,Wallonia,1-9,Restaurant,Pro,2026-06,125.09,1,124.81,0,2026-06
336,Direct,East Flanders,Flanders,1-9,Restaurant,Pro,2026-06,101.7,1,101.4,0,2026-06
337,Email,Namur,Wallonia,10-49,Restaurant,Pro,2026-06,103.37,1,103.56,0,2026-06
338,Direct,Antwerp,Flanders,10-49,Bar,Pro,2026-06,105.37,1,105.71,0,2026-06
339,Referral,Walloon Brabant,Wallonia,10-49,Restaurant,Pro,2026-06,113.42,1,113.2,0,2026-06
340,Direct,Brussels,Brussels-Capital,1-9,Snack,Starter,2026-06,44.66,1,44.62,0,2026-06
341,Referral,Liège,Wallonia,1-9,Restaurant,Pro,2026-06,100.45,1,100.17,0,2026-06
342,Organic Search,Liège,Wallonia,10-49,Restaurant,Starter,2026-06,52.96,1,53.04,0,2026-06
343,Referral,Brussels,Brussels-Capital,1-9,Restaurant,Pro,2026-06,120.59,1,121.29,0,2026-06
344,Google Ads,Brussels,Brussels-Capital,1-9,Snack,Pro,2026-06,131.33,1,132.22,0,2026-06
345,Organic Search,Brussels,Brussels-Capital,1-9,Café,Pro,2026-06,98.38,1,98.77,0,2026-06
346,Organic Search,East Flanders,Flanders,1-9,Restaurant,Pro,2026-06,127.58,1,127.81,0,2026-06
347,Email,Hainaut,Wallonia,1-9,Bar,Pro,2026-06,118.83,1,118.79,0,2026-06
348,Email,Hainaut,Wallonia,1-9,Café,Starter,2026-06,50.77,1,50.74,0,2026-06
349,Referral,Namur,Wallonia,1-9,Bar,Starter,2026-06,45.59,1,45.39,0,2026-06
350,Organic Search,Liège,Wallonia,1-9,Snack,Starter,2026-06,45.19,1,44.98,0,2026-06
