opportunity_id,channel_name,campaign_name,region_name,company_size,plan,sites,status,created_month,close_month,expected_value,won_value,open_pipeline_value,lost_value,sales_cycle_days,value_imputed
208,Organic Search,SEO Guides,Brussels,1-9,Starter,1,Won,2025-12,2026-01,631.19,596.44,0.0,0.0,15.0,0
209,Email,Lead Nurture,Hainaut,10-49,Starter,1,Lost,2025-12,2026-01,547.55,0.0,0.0,547.55,27.0,0
210,Email,Lead Nurture,Brussels,1-9,Pro,1,Lost,2026-01,2026-01,1377.97,0.0,0.0,1377.97,13.0,0
211,Organic Search,SEO Product Pages,Antwerp,50+,Group,2,Lost,2026-01,2026-02,7182.55,0.0,0.0,7182.55,42.0,0
212,Direct,Demo Page Direct,Brussels,1-9,Starter,1,Lost,2025-12,2026-01,635.18,0.0,0.0,635.18,16.0,0
213,Organic Search,SEO Product Pages,Liège,1-9,Starter,1,Won,2026-01,2026-01,564.49,559.23,0.0,0.0,6.0,0
214,Organic Search,SEO Guides,Brussels,1-9,Starter,1,Lost,2026-01,2026-01,621.55,0.0,0.0,621.55,12.0,0
215,Direct,Brand Direct,East Flanders,1-9,Starter,1,Lost,2026-01,2026-01,624.92,0.0,0.0,624.92,13.0,0
216,Direct,Demo Page Direct,Namur,1-9,Starter,1,Won,2026-01,2026-01,551.52,500.75,0.0,0.0,16.0,0
217,Google Ads,High Intent Search,Brussels,1-9,Pro,1,Lost,2026-01,2026-01,1354.4,0.0,0.0,1354.4,6.0,0
218,LinkedIn Ads,Operations Leaders,Hainaut,10-49,Pro,1,Lost,2026-01,2026-04,1320.89,0.0,0.0,1320.89,92.0,0
219,Meta Ads,Lead Magnet,Namur,10-49,Pro,1,Lost,2026-01,2026-02,1323.14,0.0,0.0,1323.14,42.0,0
220,Organic Search,SEO Guides,Walloon Brabant,1-9,Starter,1,Lost,2026-01,2026-01,635.02,0.0,0.0,635.02,19.0,0
221,Google Ads,High Intent Search,Brussels,1-9,Pro,1,Won,2026-01,2026-01,1515.44,1428.88,0.0,0.0,7.0,0
222,Direct,Returning Visitors,Hainaut,1-9,Pro,1,Won,2026-01,2026-01,1526.32,1478.76,0.0,0.0,15.0,0
223,Referral,Customer Referral,Hainaut,1-9,Starter,1,Lost,2026-01,2026-01,569.06,0.0,0.0,569.06,13.0,0
224,Organic Search,SEO Product Pages,Namur,1-9,Starter,1,Lost,2026-01,2026-01,636.88,0.0,0.0,636.88,28.0,0
225,Organic Search,SEO Guides,Hainaut,1-9,Starter,1,Won,2026-01,2026-01,543.08,494.39,0.0,0.0,15.0,0
226,Direct,Brand Direct,Namur,10-49,Pro,1,Lost,2026-01,2026-01,1340.23,0.0,0.0,1340.23,23.0,0
227,Direct,Returning Visitors,Brussels,50+,Group,3,Lost,2026-01,2026-03,9425.34,0.0,0.0,9425.34,82.0,0
228,Email,Lead Nurture,Flemish Brabant,1-9,Pro,1,Lost,2026-01,2026-01,1538.41,0.0,0.0,1538.41,12.0,0
229,Referral,Customer Referral,Liège,10-49,Starter,1,Won,2026-01,2026-01,569.94,578.72,0.0,0.0,7.0,0
230,Direct,Brand Direct,East Flanders,10-49,Starter,1,Lost,2026-01,2026-02,613.0,0.0,0.0,613.0,34.0,0
231,Organic Search,SEO Product Pages,Liège,1-9,Pro,1,Lost,2026-01,2026-01,1319.45,0.0,0.0,1319.45,13.0,0
232,Direct,Returning Visitors,East Flanders,10-49,Pro,1,Lost,2026-01,2026-01,1320.59,0.0,0.0,1320.59,19.0,0
233,Email,Lead Nurture,Liège,1-9,Pro,1,Lost,2026-01,2026-01,1470.95,0.0,0.0,1470.95,20.0,0
234,Email,Lead Nurture,Antwerp,1-9,Starter,1,Lost,2026-01,2026-01,552.93,0.0,0.0,552.93,19.0,0
235,Google Ads,High Intent Search,Brussels,1-9,Starter,1,Won,2026-01,2026-01,531.64,519.18,0.0,0.0,17.0,0
236,Google Ads,High Intent Search,East Flanders,1-9,Pro,1,Lost,2026-01,2026-01,1308.54,0.0,0.0,1308.54,8.0,0
237,Referral,Partner Network,Antwerp,10-49,Pro,1,Lost,2026-01,2026-01,1428.95,0.0,0.0,1428.95,13.0,0
238,Google Ads,High Intent Search,Antwerp,1-9,Starter,1,Lost,2026-01,2026-01,533.26,0.0,0.0,533.26,6.0,0
239,Google Ads,Competitor Search,Liège,10-49,Starter,1,Won,2026-01,2026-02,589.57,594.55,0.0,0.0,27.0,0
240,Direct,Brand Direct,Antwerp,1-9,Starter,1,Lost,2026-01,2026-01,578.56,0.0,0.0,578.56,13.0,0
241,Direct,Returning Visitors,Namur,1-9,Starter,1,Won,2026-01,2026-02,561.67,500.2,0.0,0.0,18.0,0
242,Google Ads,High Intent Search,Walloon Brabant,1-9,Pro,1,Lost,2026-01,2026-01,1346.54,0.0,0.0,1346.54,18.0,0
243,Organic Search,SEO Guides,Liège,10-49,Pro,1,Lost,2026-01,2026-01,1482.61,0.0,0.0,1482.61,12.0,0
244,Direct,Brand Direct,Antwerp,1-9,Starter,1,Lost,2026-01,2026-02,569.03,0.0,0.0,569.03,34.0,0
245,Direct,Brand Direct,Flemish Brabant,50+,Group,4,Lost,2026-01,2026-01,12765.65,0.0,0.0,12765.65,15.0,0
246,Email,Lead Nurture,Antwerp,10-49,Group,2,Lost,2026-01,2026-01,7078.32,0.0,0.0,7078.32,19.0,0
247,Organic Search,SEO Product Pages,Walloon Brabant,10-49,Pro,1,Lost,2026-01,2026-02,1365.26,0.0,0.0,1365.26,21.0,0
248,Direct,Returning Visitors,East Flanders,1-9,Starter,1,Won,2026-01,2026-01,623.95,545.94,0.0,0.0,13.0,0
249,Email,Newsletter,Walloon Brabant,10-49,Group,2,Lost,2026-01,2026-01,6650.77,0.0,0.0,6650.77,12.0,0
250,Referral,Partner Network,Hainaut,10-49,Group,3,Won,2026-01,2026-01,9838.45,8755.02,0.0,0.0,19.0,0
251,Referral,Customer Referral,Antwerp,1-9,Pro,1,Lost,2026-01,2026-02,1311.74,0.0,0.0,1311.74,23.0,0
252,Meta Ads,Lead Magnet,Liège,10-49,Starter,1,Lost,2026-01,2026-02,561.01,0.0,0.0,561.01,22.0,0
253,Organic Search,SEO Guides,Liège,1-9,Starter,1,Won,2026-01,2026-01,535.39,520.18,0.0,0.0,12.0,0
254,Direct,Returning Visitors,East Flanders,1-9,Starter,1,Lost,2026-01,2026-01,573.17,0.0,0.0,573.17,15.0,0
255,Email,Lead Nurture,Hainaut,1-9,Pro,1,Lost,2026-01,2026-02,1531.05,0.0,0.0,1531.05,27.0,0
256,Email,Lead Nurture,East Flanders,1-9,Starter,1,Won,2026-01,2026-02,553.24,534.87,0.0,0.0,30.0,0
257,Google Ads,High Intent Search,Brussels,10-49,Pro,1,Won,2026-01,2026-02,1453.42,1458.54,0.0,0.0,18.0,0
258,Direct,Brand Direct,Antwerp,1-9,Pro,1,Lost,2026-01,2026-01,1465.96,0.0,0.0,1465.96,3.0,0
259,Direct,Returning Visitors,Brussels,1-9,Starter,1,Won,2026-01,2026-02,575.27,507.93,0.0,0.0,38.0,0
260,Meta Ads,Lead Magnet,Liège,1-9,Starter,1,Lost,2026-01,2026-01,612.1,0.0,0.0,612.1,8.0,0
261,Organic Search,SEO Product Pages,Brussels,1-9,Pro,1,Lost,2026-01,2026-01,1359.44,0.0,0.0,1359.44,14.0,0
262,Direct,Returning Visitors,Namur,10-49,Pro,1,Won,2026-01,2026-02,1496.94,1333.46,0.0,0.0,18.0,0
263,Email,Newsletter,Brussels,1-9,Starter,1,Won,2026-01,2026-01,588.19,593.16,0.0,0.0,11.0,0
264,Email,Lead Nurture,Flemish Brabant,10-49,Pro,1,Lost,2026-01,2026-01,1527.97,0.0,0.0,1527.97,8.0,0
265,Referral,Customer Referral,Brussels,10-49,Group,3,Won,2026-01,2026-02,9621.03,8722.9,0.0,0.0,34.0,0
266,LinkedIn Ads,Operations Leaders,Brussels,50+,Group,3,Won,2026-01,2026-03,10273.37,10082.93,0.0,0.0,51.0,0
267,Direct,Brand Direct,Brussels,10-49,Starter,1,Lost,2026-01,2026-02,536.92,0.0,0.0,536.92,40.0,0
268,Email,Newsletter,Liège,1-9,Starter,1,Lost,2026-01,2026-02,577.5,0.0,0.0,577.5,17.0,0
269,Referral,Customer Referral,Antwerp,10-49,Pro,1,Won,2026-01,2026-01,1552.08,1419.27,0.0,0.0,12.0,0
270,Referral,Customer Referral,Flemish Brabant,10-49,Pro,1,Lost,2026-01,2026-02,1460.17,0.0,0.0,1460.17,13.0,0
271,Email,Lead Nurture,Liège,10-49,Pro,1,Won,2026-01,2026-02,1467.1,1411.1,0.0,0.0,36.0,0
272,Referral,Partner Network,Antwerp,10-49,Pro,1,Won,2026-01,2026-02,1366.02,1278.09,0.0,0.0,26.0,0
273,Google Ads,Restaurant Operations,Flemish Brabant,50+,Group,5,Lost,2026-01,2026-02,17565.77,0.0,0.0,17565.77,40.0,0
274,Organic Search,SEO Product Pages,Flemish Brabant,10-49,Pro,1,Won,2026-01,2026-02,1481.17,1418.92,0.0,0.0,20.0,0
275,Direct,Demo Page Direct,Liège,1-9,Pro,1,Lost,2026-01,2026-02,1287.61,0.0,0.0,1287.61,21.0,0
276,Referral,Customer Referral,Brussels,10-49,Pro,1,Lost,2026-01,2026-02,1529.1,0.0,0.0,1529.1,26.0,0
277,Direct,Brand Direct,East Flanders,10-49,Pro,1,Lost,2026-01,2026-02,1309.03,0.0,0.0,1309.03,14.0,0
278,Direct,Demo Page Direct,East Flanders,1-9,Starter,1,Won,2026-01,2026-02,568.56,496.89,0.0,0.0,13.0,0
279,Referral,Partner Network,Antwerp,10-49,Pro,1,Lost,2026-01,2026-02,1480.81,0.0,0.0,1480.81,37.0,0
280,Referral,Customer Referral,Brussels,1-9,Starter,1,Lost,2026-01,2026-01,646.47,0.0,0.0,646.47,8.0,0
281,Organic Search,SEO Guides,Hainaut,1-9,Starter,1,Lost,2026-01,2026-02,642.11,0.0,0.0,642.11,29.0,0
282,Direct,Brand Direct,Namur,10-49,Pro,1,Lost,2026-01,2026-02,1325.08,0.0,0.0,1325.08,18.0,0
283,Direct,Returning Visitors,Antwerp,1-9,Pro,1,Lost,2026-01,2026-02,1523.01,0.0,0.0,1523.01,16.0,0
284,Email,Lead Nurture,Liège,10-49,Pro,1,Won,2026-01,2026-02,1561.82,1451.33,0.0,0.0,29.0,0
285,Referral,Partner Network,Hainaut,10-49,Pro,1,Won,2026-01,2026-02,1410.17,1244.6,0.0,0.0,38.0,0
286,Organic Search,SEO Product Pages,Namur,10-49,Pro,1,Won,2026-01,2026-02,1438.02,1337.99,0.0,0.0,15.0,0
287,Organic Search,SEO Product Pages,Liège,10-49,Pro,1,Lost,2026-01,2026-04,1484.21,0.0,0.0,1484.21,91.0,0
288,Meta Ads,Lead Magnet,Brussels,1-9,Starter,1,Lost,2026-01,2026-02,598.49,0.0,0.0,598.49,37.0,0
289,Organic Search,SEO Product Pages,Brussels,10-49,Pro,1,Lost,2026-01,2026-03,1397.83,0.0,0.0,1397.83,35.0,0
290,Direct,Brand Direct,East Flanders,50+,Group,3,Lost,2026-01,2026-04,11088.13,0.0,0.0,11088.13,82.0,0
291,Direct,Demo Page Direct,Antwerp,10-49,Pro,1,Lost,2026-01,2026-02,1446.05,0.0,0.0,1446.05,17.0,0
292,LinkedIn Ads,Decision Makers,East Flanders,1-9,Starter,1,Won,2026-01,2026-02,597.33,598.25,0.0,0.0,17.0,0
293,Direct,Returning Visitors,Hainaut,1-9,Starter,1,Won,2026-01,2026-02,537.09,462.72,0.0,0.0,9.0,0
294,Email,Lead Nurture,Hainaut,1-9,Starter,1,Lost,2026-01,2026-02,599.96,0.0,0.0,599.96,17.0,0
295,Referral,Partner Network,Flemish Brabant,1-9,Starter,1,Lost,2026-01,2026-02,600.57,0.0,0.0,600.57,20.0,0
296,Google Ads,High Intent Search,Liège,10-49,Pro,1,Lost,2026-01,2026-02,1400.24,0.0,0.0,1400.24,28.0,0
297,LinkedIn Ads,Operations Leaders,Brussels,50+,Pro,1,Won,2026-01,2026-03,1415.4,1408.97,0.0,0.0,65.0,0
298,Organic Search,SEO Product Pages,Brussels,10-49,Pro,1,Lost,2026-01,2026-03,1325.68,0.0,0.0,1325.68,36.0,0
299,Direct,Demo Page Direct,Hainaut,10-49,Pro,1,Lost,2026-01,2026-02,1496.38,0.0,0.0,1496.38,30.0,0
300,Google Ads,High Intent Search,Liège,1-9,Pro,1,Lost,2026-01,2026-02,1412.26,0.0,0.0,1412.26,13.0,0
301,Google Ads,High Intent Search,Hainaut,1-9,Starter,1,Lost,2026-01,2026-02,644.05,0.0,0.0,644.05,26.0,0
302,Direct,Brand Direct,Namur,50+,Pro,1,Won,2026-01,2026-02,1441.08,1353.63,0.0,0.0,16.0,0
303,Direct,Returning Visitors,Antwerp,10-49,Pro,1,Won,2026-01,2026-02,1395.6,1418.7,0.0,0.0,26.0,0
304,Email,Newsletter,Brussels,1-9,Starter,1,Won,2026-01,2026-02,633.45,643.98,0.0,0.0,17.0,0
305,Email,Newsletter,Namur,1-9,Starter,1,Won,2026-01,2026-02,632.99,548.89,0.0,0.0,25.0,0
306,Referral,Customer Referral,Liège,10-49,Pro,1,Lost,2026-01,2026-02,1426.92,0.0,0.0,1426.92,30.0,0
307,Referral,Customer Referral,East Flanders,10-49,Group,5,Lost,2026-01,2026-03,16186.85,0.0,0.0,16186.85,50.0,0
308,Referral,Customer Referral,Walloon Brabant,1-9,Pro,1,Lost,2026-01,2026-02,1327.03,0.0,0.0,1327.03,20.0,0
309,Referral,Customer Referral,Namur,50+,Group,4,Lost,2026-01,2026-04,12710.07,0.0,0.0,12710.07,70.0,0
310,Google Ads,High Intent Search,Brussels,10-49,Pro,1,Lost,2026-01,2026-03,1290.34,0.0,0.0,1290.34,62.0,0
311,Organic Search,SEO Product Pages,Brussels,50+,Group,5,Lost,2026-01,2026-02,17713.5,0.0,0.0,17713.5,27.0,0
312,Organic Search,SEO Product Pages,Flemish Brabant,50+,Group,3,Lost,2026-01,2026-03,9864.75,0.0,0.0,9864.75,41.0,0
313,Organic Search,SEO Guides,Antwerp,50+,Group,5,Lost,2026-01,2026-02,18087.18,0.0,0.0,18087.18,28.0,0
314,Direct,Brand Direct,Hainaut,50+,Group,2,Lost,2026-01,2026-03,7074.71,0.0,0.0,7074.71,56.0,0
315,Direct,Brand Direct,Flemish Brabant,1-9,Starter,1,Lost,2026-01,2026-02,598.15,0.0,0.0,598.15,6.0,0
316,Email,Newsletter,Brussels,1-9,Pro,1,Lost,2026-01,2026-02,1449.38,0.0,0.0,1449.38,9.0,0
317,Email,Lead Nurture,East Flanders,50+,Group,3,Lost,2026-01,2026-05,11467.8,0.0,0.0,11467.8,114.0,0
318,Referral,Partner Network,Hainaut,1-9,Pro,1,Won,2026-01,2026-02,1560.2,1345.33,0.0,0.0,21.0,0
319,Referral,Customer Referral,Flemish Brabant,1-9,Starter,1,Lost,2026-01,2026-02,548.24,0.0,0.0,548.24,16.0,0
320,Google Ads,High Intent Search,Brussels,50+,Group,3,Lost,2026-02,2026-03,10368.0,0.0,0.0,10368.0,42.0,0
321,Direct,Returning Visitors,Hainaut,1-9,Starter,1,Won,2026-01,2026-02,630.09,548.16,0.0,0.0,8.0,0
322,Email,Newsletter,East Flanders,1-9,Starter,1,Lost,2026-01,2026-02,536.99,0.0,0.0,536.99,9.0,0
323,Email,Lead Nurture,Antwerp,10-49,Starter,1,Won,2026-01,2026-02,532.08,529.18,0.0,0.0,14.0,0
324,Referral,Partner Network,Antwerp,50+,Pro,1,Lost,2026-01,2026-02,1461.63,0.0,0.0,1461.63,28.0,0
325,Organic Search,SEO Product Pages,Hainaut,50+,Group,2,Lost,2026-02,2026-04,7527.39,0.0,0.0,7527.39,87.0,0
326,Organic Search,SEO Product Pages,Antwerp,10-49,Starter,1,Lost,2026-01,2026-03,595.99,0.0,0.0,595.99,36.0,0
327,Organic Search,SEO Guides,East Flanders,1-9,Starter,1,Won,2026-01,2026-02,607.04,556.93,0.0,0.0,9.0,0
328,Direct,Brand Direct,East Flanders,1-9,Starter,1,Lost,2026-01,2026-01,540.81,0.0,0.0,540.81,3.0,0
329,Direct,Brand Direct,Liège,1-9,Starter,1,Lost,2026-01,2026-02,538.99,0.0,0.0,538.99,5.0,0
330,Email,Lead Nurture,Antwerp,10-49,Pro,1,Lost,2026-02,2026-02,1561.81,0.0,0.0,1561.81,14.0,0
331,Referral,Partner Network,Brussels,10-49,Pro,1,Lost,2026-01,2026-02,1498.84,0.0,0.0,1498.84,19.0,0
332,Referral,Partner Network,Hainaut,1-9,Starter,1,Lost,2026-01,2026-02,606.21,0.0,0.0,606.21,10.0,0
333,Direct,Returning Visitors,Brussels,50+,Group,2,Won,2026-02,2026-03,7102.65,7001.57,0.0,0.0,40.0,0
334,Email,Lead Nurture,Liège,1-9,Pro,1,Won,2026-01,2026-02,1521.45,1505.19,0.0,0.0,10.0,0
335,Referral,Customer Referral,Brussels,10-49,Pro,1,Lost,2026-01,2026-02,1288.81,0.0,0.0,1288.81,13.0,0
336,Organic Search,SEO Guides,Antwerp,1-9,Starter,1,Lost,2026-01,2026-02,543.62,0.0,0.0,543.62,9.0,0
337,Direct,Demo Page Direct,Walloon Brabant,10-49,Pro,1,Lost,2026-02,2026-03,1430.53,0.0,0.0,1430.53,30.0,0
338,Meta Ads,Awareness Video,Hainaut,1-9,Starter,1,Won,2026-01,2026-02,546.71,509.75,0.0,0.0,15.0,0
339,Direct,Brand Direct,Brussels,50+,Group,5,Lost,2026-01,2026-04,17525.11,0.0,0.0,17525.11,81.0,0
340,Email,Newsletter,Namur,1-9,Starter,1,Lost,2026-01,2026-02,558.66,0.0,0.0,558.66,21.0,0
341,Organic Search,SEO Guides,Brussels,1-9,Pro,1,Lost,2026-01,2026-02,1568.04,0.0,0.0,1568.04,9.0,0
342,Direct,Brand Direct,Walloon Brabant,50+,Pro,1,Lost,2026-02,2026-03,1502.13,0.0,0.0,1502.13,46.0,0
343,Direct,Returning Visitors,East Flanders,10-49,Pro,1,Won,2026-02,2026-03,1551.45,1551.45,0.0,0.0,26.0,1
344,Email,Newsletter,Walloon Brabant,1-9,Starter,1,Lost,2026-02,2026-02,547.61,0.0,0.0,547.61,21.0,0
345,Referral,Customer Referral,Hainaut,1-9,Pro,1,Won,2026-01,2026-03,1424.11,1222.39,0.0,0.0,36.0,0
346,Google Ads,High Intent Search,Liège,10-49,Pro,1,Lost,2026-01,2026-02,1474.55,0.0,0.0,1474.55,9.0,0
347,LinkedIn Ads,Operations Leaders,Hainaut,50+,Pro,1,Won,2026-02,2026-02,1356.64,1369.44,0.0,0.0,20.0,0
348,Organic Search,SEO Guides,Liège,1-9,Pro,1,Lost,2026-02,2026-02,1453.68,0.0,0.0,1453.68,19.0,0
349,Direct,Brand Direct,East Flanders,1-9,Starter,1,Lost,2026-01,2026-02,536.91,0.0,0.0,536.91,28.0,0
350,Direct,Brand Direct,Hainaut,1-9,Pro,1,Lost,2026-02,2026-02,1319.27,0.0,0.0,1319.27,13.0,0
351,Direct,Brand Direct,Antwerp,1-9,Pro,1,Won,2026-02,2026-02,1296.69,1253.43,0.0,0.0,10.0,0
352,Email,Newsletter,Liège,50+,Pro,1,Won,2026-02,2026-02,1290.42,1125.17,0.0,0.0,16.0,0
353,Email,Lead Nurture,Walloon Brabant,10-49,Pro,1,Won,2026-02,2026-02,1296.37,1152.14,0.0,0.0,18.0,0
354,Email,Lead Nurture,Antwerp,1-9,Pro,1,Lost,2026-02,2026-02,1380.4,0.0,0.0,1380.4,11.0,0
355,Email,Lead Nurture,Flemish Brabant,10-49,Pro,1,Won,2026-01,2026-02,1419.1,1247.53,0.0,0.0,19.0,0
356,Referral,Partner Network,Antwerp,10-49,Starter,1,Lost,2026-02,2026-03,631.78,0.0,0.0,631.78,27.0,0
357,Organic Search,SEO Guides,Hainaut,1-9,Starter,1,Won,2026-02,2026-02,594.46,524.62,0.0,0.0,9.0,0
358,Referral,Partner Network,Flemish Brabant,1-9,Starter,1,Won,2026-02,2026-02,570.7,528.06,0.0,0.0,11.0,0
359,Referral,Partner Network,Hainaut,1-9,Starter,1,Won,2026-02,2026-02,530.98,454.23,0.0,0.0,8.0,0
360,Referral,Customer Referral,East Flanders,10-49,Pro,1,Won,2026-02,2026-02,1400.2,1414.11,0.0,0.0,17.0,0
361,Referral,Customer Referral,Namur,1-9,Starter,1,Won,2026-02,2026-02,538.11,480.53,0.0,0.0,6.0,0
362,Google Ads,High Intent Search,Flemish Brabant,1-9,Starter,1,Lost,2026-02,2026-02,538.19,0.0,0.0,538.19,13.0,0
363,Organic Search,SEO Guides,East Flanders,10-49,Starter,1,Won,2026-02,2026-02,634.13,553.82,0.0,0.0,22.0,0
364,Direct,Demo Page Direct,Brussels,1-9,Starter,1,Lost,2026-02,2026-03,602.97,0.0,0.0,602.97,31.0,0
365,Email,Newsletter,Brussels,1-9,Pro,1,Lost,2026-02,2026-02,1387.32,0.0,0.0,1387.32,3.0,0
366,Referral,Partner Network,Flemish Brabant,10-49,Pro,1,Lost,2026-02,2026-03,1425.91,0.0,0.0,1425.91,48.0,0
367,Direct,Brand Direct,Brussels,10-49,Starter,1,Lost,2026-02,2026-03,635.9,0.0,0.0,635.9,30.0,0
368,Email,Lead Nurture,Liège,10-49,Group,4,Lost,2026-02,2026-03,12681.19,0.0,0.0,12681.19,22.0,0
369,Referral,Partner Network,Brussels,10-49,Pro,1,Won,2026-02,2026-02,1568.92,1560.68,0.0,0.0,23.0,0
370,Referral,Partner Network,Brussels,10-49,Pro,1,Won,2026-02,2026-02,1497.29,1469.07,0.0,0.0,11.0,0
371,LinkedIn Ads,Operations Leaders,East Flanders,50+,Group,3,Lost,2026-02,2026-04,10173.37,0.0,0.0,10173.37,54.0,0
372,Email,Lead Nurture,Brussels,10-49,Pro,1,Won,2026-02,2026-03,1492.48,1369.82,0.0,0.0,52.0,0
373,Email,Reactivation,Hainaut,10-49,Starter,1,Won,2026-02,2026-02,579.62,577.79,0.0,0.0,13.0,0
374,Meta Ads,Retargeting,Walloon Brabant,1-9,Pro,1,Won,2026-02,2026-02,1403.01,1281.55,0.0,0.0,12.0,0
375,Email,Newsletter,Brussels,10-49,Pro,1,Lost,2026-02,2026-02,1394.61,0.0,0.0,1394.61,18.0,0
376,Email,Newsletter,Brussels,10-49,Pro,1,Won,2026-02,2026-04,1536.28,1457.22,0.0,0.0,59.0,0
377,Email,Newsletter,Brussels,50+,Group,5,Lost,2026-02,2026-03,18443.58,0.0,0.0,18443.58,37.0,0
378,Email,Newsletter,Walloon Brabant,10-49,Group,4,Lost,2026-02,2026-04,13357.5,0.0,0.0,13357.5,58.0,0
379,Email,Lead Nurture,East Flanders,10-49,Group,2,Lost,2026-02,2026-02,7443.83,0.0,0.0,7443.83,7.0,0
380,Referral,Partner Network,Hainaut,1-9,Starter,1,Lost,2026-02,2026-02,596.6,0.0,0.0,596.6,5.0,0
381,Organic Search,SEO Product Pages,Flemish Brabant,10-49,Group,2,Lost,2026-02,2026-03,6911.32,0.0,0.0,6911.32,36.0,0
382,Email,Newsletter,Brussels,1-9,Starter,1,Won,2026-02,2026-02,552.68,483.1,0.0,0.0,10.0,0
383,Referral,Partner Network,Antwerp,10-49,Starter,1,Won,2026-02,2026-03,561.91,514.83,0.0,0.0,28.0,0
384,Referral,Customer Referral,Brussels,10-49,Group,5,Lost,2026-02,2026-03,15687.02,0.0,0.0,15687.02,24.0,0
385,Referral,Customer Referral,Antwerp,10-49,Group,4,Lost,2026-02,2026-03,14447.24,0.0,0.0,14447.24,19.0,0
386,Direct,Returning Visitors,Hainaut,10-49,Group,3,Lost,2026-02,2026-03,9768.25,0.0,0.0,9768.25,21.0,0
387,Direct,Returning Visitors,Hainaut,1-9,Starter,1,Lost,2026-02,2026-02,547.7,0.0,0.0,547.7,5.0,0
388,Email,Newsletter,Liège,1-9,Starter,1,Won,2026-02,2026-02,554.3,538.54,0.0,0.0,5.0,0
389,Referral,Partner Network,Hainaut,10-49,Pro,1,Lost,2026-02,2026-03,1423.05,0.0,0.0,1423.05,33.0,0
390,LinkedIn Ads,Operations Leaders,Antwerp,10-49,Pro,1,Lost,2026-02,2026-03,1394.53,0.0,0.0,1394.53,30.0,0
391,LinkedIn Ads,SMB Growth,Antwerp,50+,Group,2,Lost,2026-02,2026-03,6736.89,0.0,0.0,6736.89,38.0,0
392,Organic Search,SEO Product Pages,Brussels,1-9,Starter,1,Lost,2026-02,2026-02,636.48,0.0,0.0,636.48,8.0,0
393,Organic Search,SEO Product Pages,Walloon Brabant,10-49,Group,2,Lost,2026-02,2026-03,6331.24,0.0,0.0,6331.24,30.0,0
394,Organic Search,SEO Guides,Brussels,1-9,Starter,1,Lost,2026-02,2026-02,585.05,0.0,0.0,585.05,4.0,0
395,Direct,Brand Direct,Hainaut,1-9,Pro,1,Lost,2026-02,2026-03,1310.93,0.0,0.0,1310.93,18.0,0
396,Direct,Brand Direct,Hainaut,10-49,Group,2,Lost,2026-02,2026-03,6416.39,0.0,0.0,6416.39,29.0,0
397,Email,Newsletter,Flemish Brabant,10-49,Group,2,Won,2026-02,2026-03,7574.73,7064.3,0.0,0.0,23.0,0
398,Email,Lead Nurture,Walloon Brabant,10-49,Pro,1,Won,2026-02,2026-03,1551.33,1462.47,0.0,0.0,37.0,0
399,Direct,Brand Direct,Antwerp,1-9,Starter,1,Lost,2026-02,2026-02,615.05,0.0,0.0,615.05,12.0,0
400,Direct,Demo Page Direct,Namur,10-49,Pro,1,Lost,2026-02,2026-03,1470.03,0.0,0.0,1470.03,29.0,0
401,Email,Lead Nurture,East Flanders,1-9,Pro,1,Won,2026-02,2026-03,1352.75,1370.46,0.0,0.0,23.0,0
402,Referral,Partner Network,East Flanders,1-9,Starter,1,Lost,2026-02,2026-02,577.92,0.0,0.0,577.92,8.0,0
403,Referral,Partner Network,Brussels,1-9,Starter,1,Lost,2026-02,2026-02,561.02,0.0,0.0,561.02,11.0,0
404,Referral,Partner Network,Hainaut,10-49,Pro,1,Won,2026-02,2026-02,1465.17,1301.4,0.0,0.0,11.0,0
405,Email,Lead Nurture,Walloon Brabant,10-49,Group,4,Won,2026-02,2026-02,13824.07,14055.68,0.0,0.0,9.0,0
406,Email,Lead Nurture,East Flanders,1-9,Pro,1,Won,2026-02,2026-03,1409.87,1357.01,0.0,0.0,25.0,0
407,Referral,Customer Referral,Hainaut,10-49,Group,2,Won,2026-02,2026-03,7575.57,7066.84,0.0,0.0,24.0,0
408,Google Ads,Restaurant Operations,Walloon Brabant,1-9,Pro,1,Lost,2026-02,2026-02,1467.37,0.0,0.0,1467.37,13.0,0
409,Organic Search,SEO Product Pages,Brussels,1-9,Starter,1,Lost,2026-02,2026-03,549.7,0.0,0.0,549.7,19.0,0
410,Organic Search,SEO Guides,Brussels,1-9,Starter,1,Won,2026-02,2026-03,640.3,623.78,0.0,0.0,16.0,0
411,Direct,Demo Page Direct,Namur,1-9,Starter,1,Won,2026-02,2026-02,601.33,524.43,0.0,0.0,9.0,0
412,Email,Lead Nurture,Brussels,1-9,Starter,1,Lost,2026-02,2026-03,533.81,0.0,0.0,533.81,23.0,0
413,Google Ads,High Intent Search,Brussels,50+,Pro,1,Lost,2026-02,2026-02,1518.57,0.0,0.0,1518.57,6.0,0
414,Google Ads,High Intent Search,Liège,1-9,Starter,1,Lost,2026-02,2026-03,580.06,0.0,0.0,580.06,29.0,0
415,LinkedIn Ads,Decision Makers,Liège,10-49,Pro,1,Lost,2026-02,2026-02,1444.19,0.0,0.0,1444.19,13.0,0
416,Organic Search,SEO Guides,Flemish Brabant,10-49,Group,2,Lost,2026-02,2026-03,6791.52,0.0,0.0,6791.52,20.0,0
