opportunity_id,lead_id,created_date_key,close_date_key,revenue_date_key,channel_id,campaign_id,region_id,company_size,plan,sites,status,is_won,expected_value,won_value,sales_cycle_days,value_imputed
275,1248,20260122,20260212,20260212,5,15,6,1-9,Pro,1,Lost,0,1287.61,0.0,21,0
276,1249,20260117,20260212,20260212,7,20,1,10-49,Pro,1,Lost,0,1529.1,0.0,26,0
277,1259,20260121,20260204,20260204,5,13,3,10-49,Pro,1,Lost,0,1309.03,0.0,14,0
278,1261,20260120,20260202,20260202,5,15,3,1-9,Starter,1,Won,1,568.56,496.89,13,0
279,1262,20260118,20260224,20260224,7,19,2,10-49,Pro,1,Lost,0,1480.81,0.0,37,0
280,1263,20260116,20260124,20260124,7,20,1,1-9,Starter,1,Lost,0,646.47,0.0,8,0
281,1284,20260124,20260222,20260222,4,11,5,1-9,Starter,1,Lost,0,642.11,0.0,29,0
282,1288,20260123,20260210,20260210,5,13,8,10-49,Pro,1,Lost,0,1325.08,0.0,18,0
283,1289,20260124,20260209,20260209,5,14,2,1-9,Pro,1,Lost,0,1523.01,0.0,16,0
284,1293,20260121,20260219,20260219,6,17,6,10-49,Pro,1,Won,1,1561.82,1451.33,29,0
285,1294,20260120,20260227,20260227,7,19,5,10-49,Pro,1,Won,1,1410.17,1244.6,38,0
286,1308,20260123,20260207,20260207,4,10,8,10-49,Pro,1,Won,1,1438.02,1337.99,15,0
287,1311,20260122,20260423,20260423,4,10,6,10-49,Pro,1,Lost,0,1484.21,0.0,91,0
288,1325,20260120,20260226,20260226,3,8,1,1-9,Starter,1,Lost,0,598.49,0.0,37,0
289,1333,20260126,20260302,20260302,4,10,1,10-49,Pro,1,Lost,0,1397.83,0.0,35,0
290,1339,20260119,20260411,20260411,5,13,3,50+,Group,3,Lost,0,11088.13,0.0,82,0
291,1341,20260124,20260210,20260210,5,15,2,10-49,Pro,1,Lost,0,1446.05,0.0,17,0
292,1346,20260124,20260210,20260210,2,4,3,1-9,Starter,1,Won,1,597.33,598.25,17,0
293,1356,20260125,20260203,20260203,5,14,5,1-9,Starter,1,Won,1,537.09,462.72,9,0
294,1361,20260125,20260211,20260211,6,17,5,1-9,Starter,1,Lost,0,599.96,0.0,17,0
295,1362,20260126,20260215,20260215,7,19,4,1-9,Starter,1,Lost,0,600.57,0.0,20,0
296,1376,20260127,20260224,20260224,1,1,6,10-49,Pro,1,Lost,0,1400.24,0.0,28,0
297,1378,20260122,20260328,20260328,2,5,1,50+,Pro,1,Won,1,1415.4,1408.97,65,0
298,1390,20260126,20260303,20260303,4,10,1,10-49,Pro,1,Lost,0,1325.68,0.0,36,0
299,1397,20260124,20260223,20260223,5,15,5,10-49,Pro,1,Lost,0,1496.38,0.0,30,0
300,1403,20260124,20260206,20260206,1,1,6,1-9,Pro,1,Lost,0,1412.26,0.0,13,0
301,1405,20260128,20260223,20260223,1,1,5,1-9,Starter,1,Lost,0,644.05,0.0,26,0
302,1422,20260127,20260212,20260212,5,13,8,50+,Pro,1,Won,1,1441.08,1353.63,16,0
303,1423,20260129,20260224,20260224,5,14,2,10-49,Pro,1,Won,1,1395.6,1418.7,26,0
304,1424,20260124,20260210,20260210,6,16,1,1-9,Starter,1,Won,1,633.45,643.98,17,0
305,1425,20260130,20260224,20260224,6,16,8,1-9,Starter,1,Won,1,632.99,548.89,25,0
306,1427,20260122,20260221,20260221,7,20,6,10-49,Pro,1,Lost,0,1426.92,0.0,30,0
307,1428,20260122,20260313,20260313,7,20,3,10-49,Group,5,Lost,0,16186.85,0.0,50,0
308,1429,20260125,20260214,20260214,7,20,7,1-9,Pro,1,Lost,0,1327.03,0.0,20,0
309,1430,20260130,20260410,20260410,7,20,8,50+,Group,4,Lost,0,12710.07,0.0,70,0
310,1432,20260126,20260329,20260329,1,1,1,10-49,Pro,1,Lost,0,1290.34,0.0,62,0
311,1437,20260128,20260224,20260224,4,10,1,50+,Group,5,Lost,0,17713.5,0.0,27,0
312,1438,20260131,20260313,20260313,4,10,4,50+,Group,3,Lost,0,9864.75,0.0,41,0
313,1439,20260130,20260227,20260227,4,11,2,50+,Group,5,Lost,0,18087.18,0.0,28,0
314,1441,20260127,20260324,20260324,5,13,5,50+,Group,2,Lost,0,7074.71,0.0,56,0
315,1442,20260126,20260201,20260201,5,13,4,1-9,Starter,1,Lost,0,598.15,0.0,6,0
316,1444,20260126,20260204,20260204,6,16,1,1-9,Pro,1,Lost,0,1449.38,0.0,9,0
317,1450,20260123,20260517,20260517,6,17,3,50+,Group,3,Lost,0,11467.8,0.0,114,0
318,1452,20260123,20260213,20260213,7,19,5,1-9,Pro,1,Won,1,1560.2,1345.33,21,0
319,1454,20260125,20260210,20260210,7,20,4,1-9,Starter,1,Lost,0,548.24,0.0,16,0
320,1455,20260201,20260315,20260315,1,1,1,50+,Group,3,Lost,0,10368.0,0.0,42,0
321,1471,20260129,20260206,20260206,5,14,5,1-9,Starter,1,Won,1,630.09,548.16,8,0
322,1476,20260125,20260203,20260203,6,16,3,1-9,Starter,1,Lost,0,536.99,0.0,9,0
323,1477,20260124,20260207,20260207,6,17,2,10-49,Starter,1,Won,1,532.08,529.18,14,0
324,1478,20260127,20260224,20260224,7,19,2,50+,Pro,1,Lost,0,1461.63,0.0,28,0
325,1484,20260202,20260430,20260430,4,10,5,50+,Group,2,Lost,0,7527.39,0.0,87,0
326,1485,20260127,20260304,20260304,4,10,2,10-49,Starter,1,Lost,0,595.99,0.0,36,0
327,1488,20260128,20260206,20260206,4,11,3,1-9,Starter,1,Won,1,607.04,556.93,9,0
328,1491,20260127,20260130,20260130,5,13,3,1-9,Starter,1,Lost,0,540.81,0.0,3,0
329,1492,20260131,20260205,20260205,5,13,6,1-9,Starter,1,Lost,0,538.99,0.0,5,0
330,1499,20260202,20260216,20260216,6,17,2,10-49,Pro,1,Lost,0,1561.81,0.0,14,0
331,1500,20260127,20260215,20260215,7,19,1,10-49,Pro,1,Lost,0,1498.84,0.0,19,0
332,1501,20260131,20260210,20260210,7,19,5,1-9,Starter,1,Lost,0,606.21,0.0,10,0
333,1517,20260203,20260315,20260315,5,14,1,50+,Group,2,Won,1,7102.65,7001.57,40,0
334,1519,20260128,20260207,20260207,6,17,6,1-9,Pro,1,Won,1,1521.45,1505.19,10,0
335,1521,20260126,20260208,20260208,7,20,1,10-49,Pro,1,Lost,0,1288.81,0.0,13,0
336,1531,20260129,20260207,20260207,4,11,2,1-9,Starter,1,Lost,0,543.62,0.0,9,0
337,1534,20260203,20260305,20260305,5,15,7,10-49,Pro,1,Lost,0,1430.53,0.0,30,0
338,1548,20260128,20260212,20260212,3,7,5,1-9,Starter,1,Won,1,546.71,509.75,15,0
339,1557,20260130,20260421,20260421,5,13,1,50+,Group,5,Lost,0,17525.11,0.0,81,0
340,1563,20260130,20260220,20260220,6,16,8,1-9,Starter,1,Lost,0,558.66,0.0,21,0
341,1577,20260130,20260208,20260208,4,11,1,1-9,Pro,1,Lost,0,1568.04,0.0,9,0
342,1581,20260201,20260319,20260319,5,13,7,50+,Pro,1,Lost,0,1502.13,0.0,46,0
343,1583,20260205,20260303,20260303,5,14,3,10-49,Pro,1,Won,1,1551.45,1551.45,26,1
344,1586,20260206,20260227,20260227,6,16,7,1-9,Starter,1,Lost,0,547.61,0.0,21,0
345,1589,20260129,20260306,20260306,7,20,5,1-9,Pro,1,Won,1,1424.11,1222.39,36,0
346,1590,20260130,20260208,20260208,1,1,6,10-49,Pro,1,Lost,0,1474.55,0.0,9,0
347,1592,20260204,20260224,20260224,2,5,5,50+,Pro,1,Won,1,1356.64,1369.44,20,0
348,1597,20260207,20260226,20260226,4,11,6,1-9,Pro,1,Lost,0,1453.68,0.0,19,0
349,1601,20260130,20260227,20260227,5,13,3,1-9,Starter,1,Lost,0,536.91,0.0,28,0
350,1602,20260201,20260214,20260214,5,13,5,1-9,Pro,1,Lost,0,1319.27,0.0,13,0
351,1603,20260203,20260213,20260213,5,13,2,1-9,Pro,1,Won,1,1296.69,1253.43,10,0
352,1605,20260204,20260220,20260220,6,16,6,50+,Pro,1,Won,1,1290.42,1125.17,16,0
353,1609,20260205,20260223,20260223,6,17,7,10-49,Pro,1,Won,1,1296.37,1152.14,18,0
354,1610,20260205,20260216,20260216,6,17,2,1-9,Pro,1,Lost,0,1380.4,0.0,11,0
355,1611,20260130,20260218,20260218,6,17,4,10-49,Pro,1,Won,1,1419.1,1247.53,19,0
356,1613,20260202,20260301,20260301,7,19,2,10-49,Starter,1,Lost,0,631.78,0.0,27,0
357,1621,20260208,20260217,20260217,4,11,5,1-9,Starter,1,Won,1,594.46,524.62,9,0
358,1628,20260208,20260219,20260219,7,19,4,1-9,Starter,1,Won,1,570.7,528.06,11,0
359,1629,20260206,20260214,20260214,7,19,5,1-9,Starter,1,Won,1,530.98,454.23,8,0
360,1630,20260208,20260225,20260225,7,20,3,10-49,Pro,1,Won,1,1400.2,1414.11,17,0
361,1631,20260205,20260211,20260211,7,20,8,1-9,Starter,1,Won,1,538.11,480.53,6,0
362,1633,20260203,20260216,20260216,1,1,4,1-9,Starter,1,Lost,0,538.19,0.0,13,0
363,1645,20260202,20260224,20260224,4,11,3,10-49,Starter,1,Won,1,634.13,553.82,22,0
364,1652,20260201,20260304,20260304,5,15,1,1-9,Starter,1,Lost,0,602.97,0.0,31,0
365,1654,20260205,20260208,20260208,6,16,1,1-9,Pro,1,Lost,0,1387.32,0.0,3,0
366,1655,20260203,20260323,20260323,7,19,4,10-49,Pro,1,Lost,0,1425.91,0.0,48,0
367,1667,20260203,20260305,20260305,5,13,1,10-49,Starter,1,Lost,0,635.9,0.0,30,0
368,1669,20260208,20260302,20260302,6,17,6,10-49,Group,4,Lost,0,12681.19,0.0,22,0
369,1670,20260203,20260226,20260226,7,19,1,10-49,Pro,1,Won,1,1568.92,1560.68,23,0
370,1671,20260210,20260221,20260221,7,19,1,10-49,Pro,1,Won,1,1497.29,1469.07,11,0
371,1672,20260211,20260406,20260406,2,5,3,50+,Group,3,Lost,0,10173.37,0.0,54,0
372,1682,20260206,20260330,20260330,6,17,1,10-49,Pro,1,Won,1,1492.48,1369.82,52,0
373,1683,20260207,20260220,20260220,6,18,5,10-49,Starter,1,Won,1,579.62,577.79,13,0
374,1696,20260209,20260221,20260221,3,9,7,1-9,Pro,1,Won,1,1403.01,1281.55,12,0
375,1704,20260204,20260222,20260222,6,16,1,10-49,Pro,1,Lost,0,1394.61,0.0,18,0
376,1706,20260204,20260404,20260404,6,16,1,10-49,Pro,1,Won,1,1536.28,1457.22,59,0
377,1707,20260207,20260316,20260316,6,16,1,50+,Group,5,Lost,0,18443.58,0.0,37,0
378,1708,20260212,20260411,20260411,6,16,7,10-49,Group,4,Lost,0,13357.5,0.0,58,0
379,1710,20260210,20260217,20260217,6,17,3,10-49,Group,2,Lost,0,7443.83,0.0,7,0
380,1713,20260206,20260211,20260211,7,19,5,1-9,Starter,1,Lost,0,596.6,0.0,5,0
381,1725,20260209,20260317,20260317,4,10,4,10-49,Group,2,Lost,0,6911.32,0.0,36,0
382,1733,20260207,20260217,20260217,6,16,1,1-9,Starter,1,Won,1,552.68,483.1,10,0
383,1735,20260210,20260310,20260310,7,19,2,10-49,Starter,1,Won,1,561.91,514.83,28,0
384,1738,20260208,20260304,20260304,7,20,1,10-49,Group,5,Lost,0,15687.02,0.0,24,0
385,1739,20260212,20260303,20260303,7,20,2,10-49,Group,4,Lost,0,14447.24,0.0,19,0
386,1751,20260209,20260302,20260302,5,14,5,10-49,Group,3,Lost,0,9768.25,0.0,21,0
387,1752,20260212,20260217,20260217,5,14,5,1-9,Starter,1,Lost,0,547.7,0.0,5,0
388,1755,20260206,20260211,20260211,6,16,6,1-9,Starter,1,Won,1,554.3,538.54,5,0
389,1760,20260212,20260317,20260317,7,19,5,10-49,Pro,1,Lost,0,1423.05,0.0,33,0
390,1764,20260208,20260310,20260310,2,5,2,10-49,Pro,1,Lost,0,1394.53,0.0,30,0
391,1767,20260214,20260324,20260324,2,6,2,50+,Group,2,Lost,0,6736.89,0.0,38,0
392,1774,20260214,20260222,20260222,4,10,1,1-9,Starter,1,Lost,0,636.48,0.0,8,0
393,1775,20260207,20260309,20260309,4,10,7,10-49,Group,2,Lost,0,6331.24,0.0,30,0
394,1777,20260208,20260212,20260212,4,11,1,1-9,Starter,1,Lost,0,585.05,0.0,4,0
395,1780,20260211,20260301,20260301,5,13,5,1-9,Pro,1,Lost,0,1310.93,0.0,18,0
396,1781,20260211,20260312,20260312,5,13,5,10-49,Group,2,Lost,0,6416.39,0.0,29,0
397,1785,20260209,20260304,20260304,6,16,4,10-49,Group,2,Won,1,7574.73,7064.3,23,0
398,1786,20260209,20260318,20260318,6,17,7,10-49,Pro,1,Won,1,1551.33,1462.47,37,0
399,1799,20260213,20260225,20260225,5,13,2,1-9,Starter,1,Lost,0,615.05,0.0,12,0
400,1801,20260211,20260312,20260312,5,15,8,10-49,Pro,1,Lost,0,1470.03,0.0,29,0
401,1804,20260213,20260308,20260308,6,17,3,1-9,Pro,1,Won,1,1352.75,1370.46,23,0
402,1805,20260211,20260219,20260219,7,19,3,1-9,Starter,1,Lost,0,577.92,0.0,8,0
403,1806,20260211,20260222,20260222,7,19,1,1-9,Starter,1,Lost,0,561.02,0.0,11,0
404,1807,20260215,20260226,20260226,7,19,5,10-49,Pro,1,Won,1,1465.17,1301.4,11,0
405,1817,20260214,20260223,20260223,6,17,7,10-49,Group,4,Won,1,13824.07,14055.68,9,0
406,1818,20260215,20260312,20260312,6,17,3,1-9,Pro,1,Won,1,1409.87,1357.01,25,0
407,1821,20260217,20260313,20260313,7,20,5,10-49,Group,2,Won,1,7575.57,7066.84,24,0
408,1826,20260214,20260227,20260227,1,3,7,1-9,Pro,1,Lost,0,1467.37,0.0,13,0
409,1835,20260211,20260302,20260302,4,10,1,1-9,Starter,1,Lost,0,549.7,0.0,19,0
410,1837,20260213,20260301,20260301,4,11,1,1-9,Starter,1,Won,1,640.3,623.78,16,0
411,1840,20260211,20260220,20260220,5,15,8,1-9,Starter,1,Won,1,601.33,524.43,9,0
412,1843,20260214,20260309,20260309,6,17,1,1-9,Starter,1,Lost,0,533.81,0.0,23,0
413,1847,20260215,20260221,20260221,1,1,1,50+,Pro,1,Lost,0,1518.57,0.0,6,0
414,1848,20260214,20260315,20260315,1,1,6,1-9,Starter,1,Lost,0,580.06,0.0,29,0
415,1853,20260215,20260228,20260228,2,4,6,10-49,Pro,1,Lost,0,1444.19,0.0,13,0
416,1862,20260218,20260310,20260310,4,11,4,10-49,Group,2,Lost,0,6791.52,0.0,20,0
417,1866,20260211,20260221,20260221,5,13,2,1-9,Starter,1,Won,1,616.23,550.52,10,0
418,1867,20260211,20260218,20260218,5,13,3,1-9,Starter,1,Lost,0,587.08,0.0,7,0
419,1871,20260218,20260227,20260227,6,17,5,10-49,Pro,1,Lost,0,1290.65,0.0,9,0
420,1873,20260214,20260322,20260322,6,18,7,10-49,Pro,1,Lost,0,1424.76,0.0,36,0
421,1875,20260213,20260222,20260222,7,20,3,1-9,Starter,1,Won,1,547.32,534.79,9,0
422,1880,20260220,20260411,20260411,3,8,6,50+,Pro,1,Lost,0,1342.16,0.0,50,0
423,1882,20260220,20260521,20260521,4,10,5,50+,Group,2,Lost,0,6578.12,0.0,90,0
424,1886,20260214,20260312,20260312,4,10,4,1-9,Starter,1,Lost,0,645.55,0.0,26,0
425,1889,20260213,20260227,20260227,4,12,6,1-9,Starter,1,Won,1,640.72,582.23,14,0
426,1890,20260215,20260402,20260402,4,12,3,50+,Group,4,Won,1,14448.24,13610.21,46,0
427,1894,20260215,,20260215,6,16,1,1-9,Starter,1,Won,1,557.68,565.5,,0
428,1896,20260217,20260220,20260220,7,20,8,1-9,Starter,1,Won,1,588.4,522.69,3,0
429,1897,20260213,20260301,20260301,1,1,7,50+,Pro,1,Lost,0,1429.05,0.0,16,0
430,1900,20260213,20260329,20260329,2,6,1,10-49,Pro,1,Lost,0,1542.04,0.0,44,0
431,1908,20260219,20260309,20260309,4,10,1,50+,Group,5,Lost,0,17255.34,0.0,18,0
432,1917,20260216,20260404,20260404,6,16,8,10-49,Pro,1,Lost,0,1539.48,0.0,47,0
433,1932,20260214,20260224,20260224,4,12,3,1-9,Starter,1,Won,1,606.87,615.88,10,0
434,1940,20260221,20260318,20260318,6,17,1,10-49,Pro,1,Lost,0,1513.17,0.0,25,0
435,1944,20260215,20260329,20260329,7,19,1,50+,Group,3,Lost,0,10326.67,0.0,42,0
436,1972,20260217,20260301,20260301,6,17,4,1-9,Starter,1,Lost,0,578.37,0.0,12,0
437,1973,20260216,20260421,20260421,6,17,2,50+,Pro,1,Lost,0,1418.81,0.0,64,0
438,1976,20260222,20260307,20260307,6,17,7,1-9,Starter,1,Lost,0,548.42,0.0,13,0
439,1978,20260217,20260227,20260227,6,17,1,1-9,Starter,1,Won,1,614.72,535.38,10,0
440,1980,20260220,20260305,20260305,7,19,1,1-9,Starter,1,Lost,0,633.93,0.0,13,0
441,1982,20260215,20260227,20260227,7,20,4,1-9,Starter,1,Lost,0,633.68,0.0,12,0
442,1983,20260223,20260318,20260318,7,20,1,1-9,Starter,1,Won,1,588.8,509.29,23,0
443,1984,20260223,20260301,20260301,1,3,7,1-9,Pro,1,Won,1,1565.04,1538.65,6,0
444,1985,20260218,20260317,20260317,2,4,2,10-49,Pro,1,Lost,0,1467.22,0.0,27,0
445,1986,20260218,20260418,20260418,2,5,7,10-49,Pro,1,Won,1,1478.74,1257.39,59,0
446,1987,20260220,20260226,20260226,3,7,2,1-9,Starter,1,Lost,0,606.47,0.0,6,0
447,2000,20260221,20260303,20260303,7,19,2,1-9,Starter,1,Lost,0,531.33,0.0,10,0
448,2005,20260222,20260318,20260318,2,4,5,10-49,Pro,1,Lost,0,1369.25,0.0,24,0
449,2012,20260218,20260314,20260314,4,11,6,10-49,Starter,1,Lost,0,571.44,0.0,24,0
450,2015,20260220,20260308,20260308,4,11,2,1-9,Pro,1,Lost,0,1485.85,0.0,16,0
451,2018,20260220,20260307,20260307,6,17,8,1-9,Starter,1,Lost,0,618.92,0.0,15,0
452,2020,20260223,20260307,20260307,6,18,3,1-9,Starter,1,Lost,0,549.95,0.0,12,0
453,2022,20260222,20260225,20260225,7,20,5,1-9,Starter,1,Won,1,584.9,540.72,3,0
454,2041,20260218,20260227,20260227,5,15,1,10-49,Starter,1,Won,1,535.12,510.22,9,0
455,2042,20260225,20260323,20260323,6,17,5,10-49,Pro,1,Lost,0,1471.48,0.0,26,0
456,2044,20260221,20260307,20260307,7,20,2,1-9,Starter,1,Won,1,572.9,552.51,14,0
457,2055,20260219,20260301,20260301,3,9,7,1-9,Pro,1,Lost,0,1334.82,0.0,10,0
458,2062,20260224,20260318,20260318,5,13,2,1-9,Starter,1,Won,1,531.99,531.61,22,0
459,2063,20260225,20260323,20260323,5,14,6,1-9,Pro,1,Lost,0,1316.08,0.0,26,0
460,2089,20260225,20260311,20260311,1,1,7,1-9,Pro,1,Won,1,1408.8,1414.84,14,0
461,2092,20260225,20260415,20260415,2,4,2,50+,Group,2,Lost,0,6358.37,0.0,49,0
462,2107,20260223,20260305,20260305,4,11,6,1-9,Pro,1,Lost,0,1467.44,0.0,10,0
463,2108,20260228,20260309,20260309,4,11,1,10-49,Pro,1,Lost,0,1404.86,0.0,9,0
464,2113,20260226,20260320,20260320,5,13,1,10-49,Group,5,Lost,0,18527.15,0.0,22,0
465,2117,20260301,20260307,20260307,6,16,2,1-9,Pro,1,Won,1,1477.15,1327.89,6,0
466,2130,20260226,20260308,20260308,4,10,5,1-9,Starter,1,Lost,0,588.22,0.0,10,0
467,2134,20260224,20260311,20260311,5,15,8,1-9,Starter,1,Lost,0,546.25,0.0,15,0
468,2136,20260225,20260307,20260307,6,17,1,1-9,Starter,1,Lost,0,630.51,0.0,10,0
469,2141,20260223,20260426,20260426,2,5,5,50+,Pro,1,Won,1,1536.74,1375.04,62,0
470,2153,20260227,20260310,20260310,5,13,5,1-9,Starter,1,Won,1,625.19,607.94,11,0
471,2155,20260301,20260309,20260309,6,17,7,1-9,Pro,1,Won,1,1395.73,1317.46,8,0
472,2168,20260301,20260322,20260322,5,14,3,10-49,Pro,1,Lost,0,1526.6,0.0,21,0
473,2169,20260303,20260407,20260407,5,14,2,50+,Pro,1,Lost,0,1489.33,0.0,35,0
474,2170,20260225,20260310,20260310,5,15,3,1-9,Starter,1,Lost,0,619.73,0.0,13,0
475,2174,20260227,20260330,20260330,7,19,5,10-49,Pro,1,Lost,0,1291.38,0.0,31,0
476,2175,20260224,20260309,20260309,7,19,2,10-49,Pro,1,Lost,0,1288.61,0.0,13,0
477,2176,20260224,20260324,20260324,7,21,1,10-49,Pro,1,Lost,0,1503.34,0.0,28,0
478,2190,20260303,20260313,20260313,5,13,1,1-9,Pro,1,Lost,0,1429.07,0.0,10,0
479,2192,20260227,20260406,20260406,5,15,1,10-49,Starter,1,Won,1,613.97,607.98,38,0
480,2196,20260302,20260325,20260325,6,16,4,1-9,Pro,1,Won,1,1328.93,1225.9,23,0
481,2198,20260228,20260319,20260319,6,16,6,10-49,Pro,1,Won,1,1533.75,1314.25,19,0
482,2199,20260226,20260422,20260422,6,17,7,10-49,Pro,1,Lost,0,1414.59,0.0,55,0
483,2202,20260227,20260320,20260320,6,18,3,1-9,Starter,1,Lost,0,581.85,0.0,21,0
484,2203,20260301,20260327,20260327,7,19,1,10-49,Pro,1,Lost,0,1522.23,0.0,26,0
485,2205,20260303,20260406,20260406,7,20,6,1-9,Starter,1,Won,1,640.27,647.0,34,0
486,2221,20260228,20260324,20260324,4,10,8,10-49,Pro,1,Lost,0,1339.69,0.0,24,0
487,2228,20260306,20260402,20260402,6,17,1,1-9,Starter,1,Lost,0,638.95,0.0,27,0
488,2229,20260302,20260305,20260305,6,17,2,1-9,Starter,1,Lost,0,640.82,0.0,3,0
489,2232,20260301,20260325,20260325,1,1,1,1-9,Pro,1,Lost,0,1514.11,0.0,24,0
490,2247,20260304,20260324,20260324,5,13,4,1-9,Pro,1,Lost,0,1497.23,0.0,20,0
491,2251,20260307,20260312,20260312,6,16,2,1-9,Starter,1,Lost,0,581.33,0.0,5,0
492,2253,20260301,20260307,20260307,6,16,7,1-9,Pro,1,Lost,0,1310.75,0.0,6,0
493,2256,20260302,20260322,20260322,6,18,8,10-49,Pro,1,Lost,0,1535.28,0.0,20,0
494,2257,20260306,20260328,20260328,7,19,6,10-49,Pro,1,Lost,0,1446.76,0.0,22,0
495,2261,20260301,20260322,20260322,1,1,7,1-9,Starter,1,Lost,0,644.23,0.0,21,0
496,2262,20260302,20260311,20260311,1,2,2,1-9,Starter,1,Won,1,572.93,571.53,9,0
497,2271,20260303,20260313,20260313,4,10,3,1-9,Starter,1,Lost,0,568.49,0.0,10,0
498,2272,20260303,20260322,20260322,4,10,4,50+,Group,4,Lost,0,12828.7,0.0,19,0
499,2278,20260305,20260323,20260323,6,16,3,10-49,Pro,1,Lost,0,1417.5,0.0,18,0
500,2282,20260228,20260304,20260304,7,20,2,1-9,Pro,1,Won,1,1468.76,1271.0,4,0
501,2304,20260306,20260520,20260520,5,13,3,50+,Group,3,Lost,0,11478.89,0.0,75,0
502,2306,20260305,20260323,20260323,5,13,8,1-9,Starter,1,Lost,0,605.33,0.0,18,0
503,2309,20260302,20260429,20260429,6,16,6,10-49,Pro,1,Lost,0,1521.42,0.0,58,0
504,2310,20260308,20260408,20260408,6,16,3,10-49,Pro,1,Lost,0,1313.63,0.0,31,0
505,2311,20260306,20260317,20260317,6,16,1,50+,Group,4,Lost,0,13574.24,0.0,11,0
506,2314,20260305,20260330,20260330,6,17,4,50+,Pro,1,Lost,0,1366.94,0.0,25,0
507,2316,20260310,20260327,20260327,1,3,5,10-49,Starter,1,Lost,0,568.99,0.0,17,0
508,2328,20260309,20260324,20260324,4,12,4,50+,Pro,1,Won,1,1412.18,1352.23,15,0
509,2330,20260309,20260422,20260422,6,16,1,10-49,Pro,1,Lost,0,1393.29,0.0,44,0
510,2331,20260307,20260522,20260522,7,19,1,50+,Group,2,Lost,0,7118.9,0.0,76,0
511,2332,20260311,20260329,20260329,1,1,6,1-9,Starter,1,Lost,0,543.89,0.0,18,0
512,2340,20260304,20260316,20260316,3,7,5,1-9,Pro,1,Lost,0,1543.11,0.0,12,0
513,2343,20260308,20260322,20260322,4,10,2,10-49,Pro,1,Lost,0,1374.88,0.0,14,0
514,2344,20260311,20260325,20260325,4,11,1,1-9,Starter,1,Lost,0,557.62,0.0,14,0
515,2354,20260305,20260314,20260314,6,17,7,10-49,Pro,1,Lost,0,1444.96,0.0,9,0
516,2356,20260310,20260423,20260423,7,20,4,50+,Group,5,Lost,0,18073.06,0.0,44,0
517,2359,20260308,20260319,20260319,7,21,1,10-49,Starter,1,Won,1,575.37,494.32,11,0
518,2362,20260305,20260326,20260326,2,5,5,50+,Group,4,Won,1,14201.46,12155.6,21,0
519,2370,20260310,20260328,20260328,4,10,8,1-9,Pro,1,Lost,0,1525.71,0.0,18,0
520,2372,20260312,20260317,20260317,4,10,3,10-49,Group,3,Lost,0,10456.26,0.0,5,0
521,2375,20260309,20260315,20260315,4,12,2,1-9,Starter,1,Lost,0,613.27,0.0,6,0
522,2377,20260311,20260407,20260407,5,14,7,1-9,Pro,1,Lost,0,1307.9,0.0,27,0
523,2380,20260306,20260323,20260323,6,16,5,10-49,Pro,1,Lost,0,1490.27,0.0,17,0
524,2382,20260312,20260329,20260329,7,19,4,10-49,Starter,1,Lost,0,635.92,0.0,17,0
525,2385,20260310,20260331,20260331,7,20,2,1-9,Starter,1,Lost,0,574.39,0.0,21,0
526,2397,20260312,20260320,20260320,4,10,7,1-9,Starter,1,Lost,0,630.44,0.0,8,0
527,2399,20260310,20260323,20260323,4,12,3,1-9,Pro,1,Lost,0,1421.09,0.0,13,0
528,2401,20260309,20260402,20260402,5,13,1,1-9,Starter,1,Won,1,559.82,520.19,24,0
529,2402,20260310,20260331,20260331,5,13,6,10-49,Pro,1,Lost,0,1512.83,0.0,21,0
530,2403,20260306,20260312,20260312,5,14,2,1-9,Pro,1,Lost,0,1312.7,0.0,6,0
531,2404,20260308,20260316,20260316,5,14,8,1-9,Starter,1,Lost,0,572.8,0.0,8,0
532,2408,20260306,20260508,20260508,6,16,4,50+,Group,4,Lost,0,12950.06,0.0,63,0
533,2409,20260308,20260324,20260324,6,16,1,1-9,Starter,1,Lost,0,601.7,0.0,16,0
534,2410,20260305,20260328,20260328,6,17,5,1-9,Starter,1,Lost,0,557.28,0.0,23,0
535,2411,20260308,20260325,20260325,6,17,2,10-49,Pro,1,Lost,0,1505.43,0.0,17,0
536,2412,20260308,20260513,20260513,7,20,5,50+,Pro,1,Lost,0,1462.56,0.0,66,0
537,2429,20260307,20260331,20260331,4,12,7,10-49,Pro,1,Lost,0,1463.02,0.0,24,0
538,2435,20260309,20260312,20260312,6,16,1,1-9,Starter,1,Lost,0,580.84,0.0,3,0
539,2436,20260309,20260324,20260324,6,17,6,1-9,Starter,1,Won,1,619.52,589.93,15,0
540,2437,20260313,20260420,20260420,7,19,7,1-9,Starter,1,Lost,0,570.83,0.0,38,0
541,2441,20260309,20260522,20260522,1,3,4,50+,Group,5,Won,1,18865.52,17619.24,74,0
542,2443,20260315,20260506,20260506,3,7,5,50+,Group,4,Lost,0,14645.26,0.0,52,0
543,2445,20260307,20260409,20260409,3,7,2,50+,Group,5,Lost,0,16925.43,0.0,33,0
544,2449,20260312,20260409,20260409,4,10,2,10-49,Pro,1,Won,1,1317.32,1163.78,28,0
545,2459,20260311,20260320,20260320,5,14,1,1-9,Starter,1,Lost,0,634.87,0.0,9,0
546,2464,20260315,20260326,20260326,6,16,4,1-9,Starter,1,Lost,0,572.18,0.0,11,0
