lead_id,created_date_key,channel_id,campaign_id,region_id,company_size,business_type,lead_score,is_mql,is_sql
1263,20260113,7,20,1,1-9,Restaurant,73,1,1
1264,20260114,1,1,2,1-9,Restaurant,54,0,0
1265,20260114,1,1,2,1-9,Bar,36,0,0
1266,20260114,1,2,5,10-49,Café,49,0,0
1267,20260114,1,3,2,1-9,Snack,23,0,0
1268,20260114,3,7,7,10-49,Restaurant,6,1,0
1269,20260114,3,7,3,1-9,Restaurant,30,0,0
1270,20260114,3,7,5,1-9,Restaurant,,0,0
1271,20260114,3,7,2,10-49,Bar,31,0,0
1272,20260114,3,7,1,1-9,Bar,53,0,0
1273,20260114,3,7,1,10-49,Restaurant,38,1,0
1274,20260114,3,7,3,10-49,Hotel,40,0,0
1275,20260114,3,7,4,10-49,Restaurant,33,0,0
1276,20260114,3,7,3,10-49,Café,60,0,0
1277,20260114,3,7,4,10-49,Bar,42,0,0
1278,20260114,3,7,4,10-49,Restaurant,20,0,0
1279,20260114,3,8,8,1-9,Restaurant,32,0,0
1280,20260114,3,8,8,1-9,Café,34,0,0
1281,20260114,4,10,1,1-9,Bar,47,0,0
1282,20260114,4,10,2,1-9,Restaurant,61,1,0
1283,20260114,4,10,1,10-49,Bar,70,0,0
1284,20260114,4,11,5,1-9,Restaurant,40,1,1
1285,20260114,4,11,5,1-9,Café,60,0,0
1286,20260114,5,13,1,10-49,Bar,73,1,1
1287,20260114,5,13,8,1-9,Restaurant,53,0,0
1288,20260114,5,13,8,10-49,Restaurant,60,1,1
1289,20260114,5,14,2,1-9,Restaurant,56,1,1
1290,20260114,5,15,7,10-49,Bar,86,1,0
1291,20260114,5,15,3,1-9,Café,60,1,0
1292,20260114,6,16,2,1-9,Snack,41,0,0
1293,20260114,6,17,6,10-49,Hotel,68,1,1
1294,20260114,7,19,5,10-49,Restaurant,95,1,1
1295,20260114,7,20,2,10-49,Snack,75,1,0
1296,20260115,1,1,6,1-9,Bar,68,0,0
1297,20260115,1,3,1,10-49,Restaurant,48,1,0
1298,20260115,2,6,2,10-49,Café,49,0,0
1299,20260115,3,7,7,10-49,Restaurant,38,0,0
1300,20260115,3,7,4,1-9,Snack,,0,0
1301,20260115,3,7,3,1-9,Restaurant,42,1,0
1302,20260115,3,8,6,1-9,Restaurant,52,0,0
1303,20260115,3,8,4,1-9,Café,33,0,0
1304,20260115,3,8,5,10-49,Bar,54,1,0
1305,20260115,3,8,8,10-49,Snack,30,0,0
1306,20260115,3,0,8,10-49,Restaurant,34,0,0
1307,20260115,3,9,2,1-9,Bar,31,0,0
1308,20260115,4,10,8,10-49,Restaurant,91,1,1
1309,20260115,4,10,2,10-49,Bar,41,0,0
1310,20260115,4,10,8,1-9,Restaurant,69,0,0
1311,20260115,4,10,6,10-49,Snack,56,1,1
1312,20260115,4,11,6,1-9,Snack,49,1,0
1313,20260115,5,13,2,1-9,Restaurant,,0,0
1314,20260115,5,13,2,50+,Hotel,63,1,0
1315,20260115,6,16,5,1-9,Restaurant,59,1,0
1316,20260115,6,16,2,1-9,Restaurant,70,1,0
1317,20260116,3,7,4,10-49,Restaurant,34,0,0
1318,20260116,3,7,4,1-9,Bar,23,0,0
1319,20260116,3,7,4,1-9,Snack,1,0,0
1320,20260116,3,7,4,10-49,Restaurant,43,0,0
1321,20260116,3,7,6,10-49,Bar,31,0,0
1322,20260116,3,7,2,1-9,Café,33,0,0
1323,20260116,3,7,1,50+,Bar,52,1,0
1324,20260116,3,8,1,1-9,Restaurant,18,0,0
1325,20260116,3,8,1,1-9,Café,54,1,1
1326,20260116,3,8,7,10-49,Bar,31,0,0
1327,20260116,3,8,4,1-9,Restaurant,25,0,0
1328,20260116,3,8,3,1-9,Bar,37,0,0
1329,20260116,3,8,6,10-49,Restaurant,43,0,0
1330,20260116,3,9,7,1-9,Snack,40,0,0
1331,20260116,3,9,4,10-49,Restaurant,64,1,0
1332,20260116,3,9,5,10-49,Snack,31,0,0
1333,20260116,4,10,1,10-49,Café,55,1,1
1334,20260116,4,10,5,10-49,Café,54,0,0
1335,20260116,4,11,2,1-9,Restaurant,51,1,0
1336,20260116,4,11,1,10-49,Bar,41,0,0
1337,20260116,4,11,6,1-9,Restaurant,52,0,0
1338,20260116,4,11,4,1-9,Snack,44,0,0
1339,20260116,5,13,3,50+,Restaurant,79,1,1
1340,20260116,5,13,8,1-9,Restaurant,55,0,0
1341,20260116,5,15,2,10-49,Restaurant,99,1,1
1342,20260116,6,16,3,1-9,Restaurant,48,0,0
1343,20260116,6,17,3,1-9,Hotel,62,0,0
1344,20260116,6,17,6,1-9,Café,38,0,0
1345,20260116,7,20,2,1-9,Bar,63,1,1
1346,20260117,2,4,3,1-9,Restaurant,80,1,1
1347,20260117,3,7,1,10-49,Restaurant,15,0,0
1348,20260117,3,7,2,1-9,Café,28,0,0
1349,20260117,3,8,1,10-49,Snack,27,0,0
1350,20260117,3,8,3,1-9,Bar,30,0,0
1351,20260117,3,8,5,1-9,Café,34,0,0
1352,20260117,3,9,2,50+,Restaurant,43,0,0
1353,20260117,3,9,1,50+,Restaurant,39,0,0
1354,20260117,4,10,5,10-49,Restaurant,93,0,0
1355,20260117,4,10,5,1-9,Bar,69,1,0
1356,20260117,5,14,5,1-9,Restaurant,65,1,1
1357,20260117,5,15,3,10-49,Restaurant,,0,0
1358,20260117,5,15,1,1-9,Bar,56,0,0
1359,20260117,6,16,2,10-49,Bar,,0,0
1360,20260117,6,16,3,1-9,Restaurant,66,1,0
1361,20260117,6,17,5,1-9,Restaurant,76,1,1
1362,20260117,7,19,4,1-9,Café,83,1,1
1363,20260118,3,7,1,1-9,Snack,20,0,0
1364,20260118,3,7,3,50+,Restaurant,44,0,0
1365,20260118,3,7,2,50+,Restaurant,14,0,0
1366,20260118,3,8,2,10-49,Bar,52,0,0
1367,20260118,3,8,2,1-9,Restaurant,34,0,0
1368,20260118,4,10,1,1-9,Bar,31,0,0
1369,20260118,4,10,1,1-9,Café,43,1,0
1370,20260118,4,10,8,10-49,Restaurant,60,0,0
1371,20260118,4,10,6,1-9,Restaurant,46,0,0
1372,20260118,6,16,1,50+,Snack,59,1,1
1373,20260118,6,17,1,1-9,Restaurant,59,0,0
1374,20260118,7,20,8,10-49,Restaurant,88,1,1
1375,20260119,1,1,5,1-9,Snack,35,0,0
1376,20260119,1,1,6,10-49,Restaurant,78,1,1
1377,20260119,1,3,4,10-49,Snack,56,0,0
1378,20260119,2,5,1,50+,Restaurant,86,1,1
1379,20260119,3,7,4,10-49,Restaurant,12,0,0
1380,20260119,3,7,7,1-9,Restaurant,39,1,0
1381,20260119,3,7,1,1-9,Hotel,20,0,0
1382,20260119,3,8,1,10-49,Restaurant,37,0,0
1383,20260119,3,9,8,10-49,Bar,62,1,0
1384,20260119,3,9,1,50+,Café,55,0,0
1385,20260119,4,10,1,1-9,Snack,33,1,0
1386,20260119,4,10,2,1-9,Hotel,54,0,0
1387,20260119,4,10,2,50+,Bar,,0,0
1388,20260119,4,10,2,50+,Bar,60,1,1
1389,20260119,4,10,5,10-49,Restaurant,57,1,0
1390,20260119,4,10,1,10-49,Restaurant,87,1,1
1391,20260119,4,10,6,10-49,Hotel,39,0,0
1392,20260119,4,11,7,10-49,Restaurant,39,0,0
1393,20260119,4,11,1,10-49,Restaurant,32,0,0
1394,20260119,4,11,8,10-49,Bar,70,1,0
1395,20260119,4,11,2,1-9,Bar,48,0,0
1396,20260119,5,14,4,1-9,Bar,68,1,0
1397,20260119,5,15,5,10-49,Bar,79,1,1
1398,20260119,6,16,6,1-9,Bar,54,1,0
1399,20260119,6,16,1,1-9,Restaurant,51,0,0
1400,20260119,6,17,5,1-9,Bar,51,0,0
1401,20260119,7,19,3,10-49,Hotel,77,1,1
1402,20260119,7,19,7,1-9,Restaurant,54,0,0
1403,20260120,1,1,6,1-9,Bar,66,1,1
1404,20260120,1,1,1,1-9,Bar,73,1,0
1405,20260120,1,1,5,1-9,Café,64,1,1
1406,20260120,1,2,4,50+,Restaurant,59,0,0
1407,20260120,3,7,7,10-49,Restaurant,48,0,0
1408,20260120,3,7,4,1-9,Café,23,0,0
1409,20260120,3,7,2,50+,Restaurant,23,1,0
1410,20260120,3,7,4,10-49,Snack,37,0,0
1411,20260120,3,7,6,1-9,Restaurant,36,0,0
1412,20260120,3,7,1,1-9,Hotel,3,0,0
1413,20260120,3,8,1,1-9,Restaurant,47,0,0
1414,20260120,3,8,7,1-9,Bar,41,0,0
1415,20260120,3,8,6,10-49,Restaurant,20,0,0
1416,20260120,3,8,5,1-9,Restaurant,37,0,0
1417,20260120,3,9,4,1-9,Snack,32,0,0
1418,20260120,3,9,1,50+,Snack,52,0,0
1419,20260120,4,11,1,10-49,Restaurant,58,0,0
1420,20260120,4,11,5,1-9,Restaurant,48,0,0
1421,20260120,4,11,1,1-9,Hotel,38,0,0
1422,20260120,5,13,8,50+,Café,73,1,1
1423,20260120,5,14,2,10-49,Restaurant,90,1,1
1424,20260120,6,16,1,1-9,Hotel,71,1,1
1425,20260120,6,16,8,1-9,Restaurant,69,1,1
1426,20260120,6,16,1,50+,Bar,60,0,0
1427,20260120,7,20,6,10-49,Restaurant,73,1,1
1428,20260120,7,20,3,10-49,Restaurant,64,1,1
1429,20260120,7,20,7,1-9,Restaurant,72,1,1
1430,20260120,7,20,8,50+,Snack,94,1,1
1431,20260120,7,20,2,1-9,Restaurant,77,1,1
1432,20260121,1,1,1,10-49,Restaurant,59,1,1
1433,20260121,3,7,2,1-9,Restaurant,37,1,0
1434,20260121,3,7,8,1-9,Restaurant,43,0,0
1435,20260121,3,9,1,1-9,Café,28,0,0
1436,20260121,4,10,6,1-9,Bar,62,1,0
1437,20260121,4,10,1,50+,Hotel,63,1,1
1438,20260121,4,10,4,50+,Snack,58,1,1
1439,20260121,4,11,2,50+,Bar,45,1,1
1440,20260121,4,11,4,1-9,Restaurant,56,1,0
1441,20260121,5,13,5,50+,Café,95,1,1
1442,20260121,5,13,4,1-9,Snack,66,1,1
1443,20260121,6,16,1,10-49,Snack,51,0,0
1444,20260121,6,16,1,1-9,Snack,63,1,1
1445,20260121,6,17,5,1-9,Snack,53,0,0
1446,20260121,6,17,5,1-9,Restaurant,62,0,0
1447,20260121,6,17,3,1-9,Bar,66,1,0
1448,20260121,6,17,3,1-9,Hotel,63,1,0
1449,20260121,6,17,3,10-49,Café,44,0,0
1450,20260121,6,17,3,50+,Restaurant,83,1,1
1451,20260121,7,19,3,1-9,Restaurant,57,1,0
1452,20260121,7,19,5,1-9,Restaurant,85,1,1
1453,20260121,7,20,6,1-9,Restaurant,77,1,0
1454,20260121,7,20,4,1-9,Restaurant,88,1,1
1455,20260122,1,1,1,50+,Snack,67,1,1
1456,20260122,1,2,6,1-9,Snack,25,0,0
1457,20260122,3,7,8,10-49,Hotel,11,0,0
1458,20260122,3,7,1,10-49,Restaurant,,0,0
1459,20260122,3,7,5,1-9,Restaurant,0,0,0
1460,20260122,3,7,2,1-9,Restaurant,4,0,0
1461,20260122,3,7,3,1-9,Snack,5,0,0
1462,20260122,3,7,1,1-9,Restaurant,36,0,0
1463,20260122,3,8,1,10-49,Snack,40,0,0
1464,20260122,3,8,5,1-9,Bar,47,0,0
1465,20260122,4,10,1,10-49,Restaurant,29,0,0
1466,20260122,4,11,2,1-9,Restaurant,42,0,0
1467,20260122,4,11,3,1-9,Snack,55,1,0
1468,20260122,5,13,8,1-9,Bar,67,1,0
1469,20260122,5,13,1,10-49,Restaurant,44,0,0
1470,20260122,5,14,5,10-49,Restaurant,68,1,0
1471,20260122,5,14,5,1-9,Bar,63,1,1
1472,20260122,5,14,3,1-9,Café,67,0,0
1473,20260122,5,14,2,10-49,Bar,49,1,0
1474,20260122,6,16,4,10-49,Restaurant,59,0,0
1475,20260122,6,16,8,1-9,Hotel,56,1,0
1476,20260122,6,16,3,1-9,Bar,58,1,1
1477,20260122,6,17,2,10-49,Restaurant,94,1,1
1478,20260122,7,19,2,50+,Snack,97,1,1
1479,20260123,1,1,3,50+,Restaurant,52,1,0
1480,20260123,3,7,7,1-9,Bar,54,1,0
1481,20260123,3,7,2,1-9,Restaurant,29,0,0
1482,20260123,3,7,5,10-49,Snack,15,0,0
1483,20260123,3,7,7,1-9,Restaurant,27,1,0
1484,20260123,4,10,5,50+,Bar,94,1,1
1485,20260123,4,10,2,10-49,Snack,78,1,1
1486,20260123,4,10,1,10-49,Restaurant,53,0,0
1487,20260123,4,11,8,10-49,Café,41,1,0
1488,20260123,4,11,3,1-9,Restaurant,51,1,1
1489,20260123,4,11,8,1-9,Bar,69,0,0
1490,20260123,4,11,2,1-9,Bar,56,1,0
1491,20260123,5,13,3,1-9,Bar,43,1,1
1492,20260123,5,13,6,1-9,Café,,1,1
1493,20260123,5,14,6,1-9,Snack,61,0,0
1494,20260123,5,14,3,1-9,Restaurant,67,0,0
1495,20260123,5,14,6,1-9,Hotel,40,0,0
1496,20260123,6,16,4,1-9,Hotel,50,1,1
1497,20260123,6,16,4,10-49,Restaurant,44,0,0
1498,20260123,6,16,7,1-9,Bar,60,1,1
1499,20260123,6,17,2,10-49,Restaurant,76,1,1
1500,20260123,7,19,1,10-49,Restaurant,82,1,1
1501,20260123,7,19,5,1-9,Bar,72,1,1
1502,20260123,7,20,1,10-49,Café,79,1,1
1503,20260124,1,1,7,1-9,Restaurant,31,0,0
1504,20260124,1,1,6,1-9,Bar,32,0,0
1505,20260124,3,7,1,1-9,Restaurant,16,0,0
1506,20260124,3,7,1,1-9,Snack,37,1,0
1507,20260124,3,7,4,1-9,Restaurant,40,0,0
1508,20260124,3,7,4,1-9,Restaurant,26,0,0
1509,20260124,3,7,4,1-9,Restaurant,7,0,0
1510,20260124,3,8,3,1-9,Restaurant,27,0,0
1511,20260124,4,10,1,1-9,Café,46,0,0
1512,20260124,4,10,3,1-9,Restaurant,56,1,1
1513,20260124,4,11,1,10-49,Restaurant,58,0,0
1514,20260124,4,11,6,1-9,Snack,48,0,0
1515,20260124,5,13,2,1-9,Café,63,0,0
1516,20260124,5,14,8,1-9,Café,43,1,0
1517,20260124,5,14,1,50+,Café,78,1,1
1518,20260124,6,17,1,10-49,Snack,72,1,0
1519,20260124,6,17,6,1-9,Restaurant,71,1,1
1520,20260124,7,19,1,1-9,Restaurant,80,0,0
1521,20260124,7,20,1,10-49,Café,76,1,1
1522,20260125,3,0,3,1-9,Restaurant,60,1,0
1523,20260125,3,7,3,10-49,Hotel,31,0,0
1524,20260125,3,8,2,1-9,Bar,50,0,0
1525,20260125,3,9,2,1-9,Bar,15,0,0
1526,20260125,4,11,1,1-9,Café,38,0,0
1527,20260125,4,11,2,1-9,Bar,55,0,0
1528,20260125,4,11,5,1-9,Restaurant,65,0,0
1529,20260125,4,11,5,1-9,Bar,61,1,0
1530,20260125,4,11,6,1-9,Bar,42,1,1
1531,20260125,4,11,2,1-9,Restaurant,63,1,1
1532,20260125,5,13,6,10-49,Café,64,1,0
1533,20260125,5,14,4,1-9,Restaurant,60,0,0
1534,20260125,5,15,7,10-49,Bar,,1,1
1535,20260125,5,15,2,1-9,Restaurant,62,0,0
1536,20260125,6,16,4,1-9,Restaurant,51,1,0
1537,20260125,6,17,2,10-49,Hotel,84,1,0
1538,20260125,7,19,7,1-9,Restaurant,51,0,0
1539,20260126,1,1,2,10-49,Restaurant,75,1,1
1540,20260126,1,1,2,1-9,Café,52,1,0
1541,20260126,1,1,7,1-9,Restaurant,49,0,0
1542,20260126,1,2,2,10-49,Bar,50,0,0
1543,20260126,1,2,4,1-9,Bar,35,0,0
1544,20260126,1,3,1,1-9,Café,44,0,0
1545,20260126,3,7,5,1-9,Restaurant,54,0,0
1546,20260126,3,7,8,1-9,Restaurant,10,0,0
1547,20260126,3,7,4,1-9,Snack,18,0,0
1548,20260126,3,7,5,1-9,Snack,31,1,1
1549,20260126,3,7,3,10-49,Snack,14,0,0
1550,20260126,3,7,2,1-9,Hotel,28,0,0
1551,20260126,3,7,1,1-9,Restaurant,11,0,0
1552,20260126,3,8,4,1-9,Bar,46,0,0
1553,20260126,3,9,6,1-9,Restaurant,47,0,0
1554,20260126,3,9,6,1-9,Restaurant,35,0,0
1555,20260126,4,10,2,1-9,Bar,34,0,0
1556,20260126,5,13,6,50+,Bar,89,0,0
1557,20260126,5,13,1,50+,Bar,61,1,1
1558,20260126,5,13,5,1-9,Bar,64,1,0
1559,20260126,5,14,6,1-9,Hotel,60,0,0
1560,20260126,5,15,6,50+,Restaurant,94,1,1
1561,20260126,6,16,3,1-9,Restaurant,32,0,0
1562,20260126,6,16,6,1-9,Restaurant,80,1,1
1563,20260126,6,16,8,1-9,Restaurant,73,1,1
1564,20260127,1,1,2,10-49,Hotel,61,0,0
1565,20260127,1,1,6,10-49,Snack,39,0,0
1566,20260127,3,7,5,1-9,Hotel,6,0,0
1567,20260127,3,7,6,1-9,Restaurant,19,0,0
1568,20260127,3,7,2,10-49,Restaurant,34,0,0
1569,20260127,3,7,1,1-9,Snack,32,0,0
1570,20260127,3,8,5,1-9,Snack,2,0,0
1571,20260127,3,0,8,1-9,Hotel,34,0,0
1572,20260127,3,8,3,10-49,Hotel,45,0,0
1573,20260127,3,8,7,50+,Restaurant,51,0,0
1574,20260127,3,9,5,50+,Restaurant,60,1,0
1575,20260127,4,10,1,1-9,Restaurant,66,0,0
1576,20260127,4,10,8,50+,Restaurant,72,1,1
1577,20260127,4,11,1,1-9,Bar,48,1,1
1578,20260127,4,11,1,10-49,Restaurant,62,1,0
1579,20260127,4,11,1,10-49,Hotel,40,1,0
1580,20260127,5,13,6,1-9,Restaurant,65,0,0
1581,20260127,5,13,7,50+,Restaurant,76,1,1
1582,20260127,5,13,1,10-49,Snack,56,0,0
1583,20260127,5,14,3,10-49,Restaurant,80,1,1
1584,20260127,5,14,1,1-9,Café,26,0,0
1585,20260127,5,14,7,1-9,Restaurant,59,0,0
1586,20260127,6,16,7,1-9,Restaurant,55,1,1
1587,20260127,6,17,2,1-9,Bar,56,0,0
1588,20260127,7,20,1,1-9,Restaurant,58,1,0
1589,20260127,7,20,5,1-9,Restaurant,50,1,1
1590,20260128,1,1,6,10-49,Hotel,64,1,1
1591,20260128,1,1,1,1-9,Bar,63,1,0
1592,20260128,2,5,5,50+,Restaurant,88,1,1
1593,20260128,3,7,5,10-49,Restaurant,54,1,0
1594,20260128,3,7,2,1-9,Restaurant,11,0,0
1595,20260128,3,7,8,10-49,Restaurant,31,0,0
1596,20260128,3,7,2,1-9,Hotel,25,0,0
1597,20260128,4,11,6,1-9,Bar,60,1,1
1598,20260128,4,11,6,10-49,Bar,55,0,0
1599,20260128,4,11,7,10-49,Hotel,50,0,0
1600,20260128,4,11,2,1-9,Restaurant,54,1,0
1601,20260128,5,13,3,1-9,Restaurant,80,1,1
1602,20260128,5,13,5,1-9,Restaurant,46,1,1
1603,20260128,5,13,2,1-9,Restaurant,51,1,1
1604,20260128,5,15,7,1-9,Restaurant,73,1,0
1605,20260128,6,16,6,50+,Restaurant,88,1,1
1606,20260128,6,17,1,1-9,Snack,64,1,0
1607,20260128,6,17,5,10-49,Café,64,0,0
1608,20260128,6,17,2,50+,Snack,69,0,0
1609,20260128,6,17,7,10-49,Café,70,1,1
1610,20260128,6,17,2,1-9,Bar,63,1,1
1611,20260128,6,17,4,10-49,Restaurant,89,1,1
1612,20260128,6,17,7,1-9,Snack,70,0,0
1613,20260128,7,19,2,10-49,Restaurant,88,1,1
1614,20260129,1,1,1,1-9,Café,57,0,0
1615,20260129,1,1,3,10-49,Hotel,43,1,0
1616,20260129,3,7,3,10-49,Snack,5,0,0
1617,20260129,3,7,4,50+,Snack,26,0,0
1618,20260129,3,7,5,1-9,Café,17,0,0
1619,20260129,3,8,2,10-49,Restaurant,39,0,0
1620,20260129,3,8,1,1-9,Hotel,26,0,0
1621,20260129,4,11,5,1-9,Restaurant,43,1,1
1622,20260129,4,11,4,1-9,Restaurant,49,0,0
1623,20260129,4,11,2,1-9,Bar,64,0,0
1624,20260129,5,13,2,10-49,Restaurant,58,1,0
1625,20260129,5,13,6,1-9,Restaurant,53,0,0
1626,20260129,5,13,6,1-9,Restaurant,60,1,0
1627,20260129,5,15,2,10-49,Restaurant,61,0,0
1628,20260129,7,19,4,1-9,Restaurant,100,1,1
1629,20260129,7,19,5,1-9,Café,67,1,1
1630,20260129,7,20,3,10-49,Café,84,1,1
1631,20260129,7,20,8,1-9,Restaurant,84,1,1
1632,20260130,1,1,3,1-9,Restaurant,51,1,0
1633,20260130,1,1,4,1-9,Restaurant,61,1,1
1634,20260130,1,1,8,1-9,Restaurant,66,0,0
1635,20260130,3,7,8,50+,Café,17,0,0
1636,20260130,3,7,5,1-9,Restaurant,28,0,0
1637,20260130,3,8,1,1-9,Snack,16,0,0
1638,20260130,3,8,1,1-9,Restaurant,24,0,0
1639,20260130,3,8,1,1-9,Restaurant,20,0,0
1640,20260130,3,8,7,1-9,Restaurant,11,0,0
1641,20260130,3,9,5,1-9,Snack,41,0,0
1642,20260130,4,10,1,1-9,Café,39,0,0
1643,20260130,4,10,1,10-49,Restaurant,47,0,0
1644,20260130,4,10,7,1-9,Café,71,1,0
1645,20260130,4,11,3,10-49,Restaurant,100,1,1
1646,20260130,4,11,4,1-9,Café,33,0,0
1647,20260130,4,11,6,1-9,Restaurant,56,0,0
1648,20260130,5,14,2,10-49,Bar,69,1,0
1649,20260130,5,14,2,1-9,Restaurant,31,0,0
1650,20260130,5,14,2,10-49,Café,75,1,0
1651,20260130,5,14,1,10-49,Café,78,1,1
1652,20260130,5,15,1,1-9,Restaurant,59,1,1
1653,20260130,6,16,2,1-9,Hotel,56,1,0
1654,20260130,6,16,1,1-9,Restaurant,97,1,1
1655,20260130,7,19,4,10-49,Snack,75,1,1
1656,20260130,7,19,7,1-9,Snack,50,0,0
1657,20260131,1,1,8,1-9,Restaurant,41,0,0
1658,20260131,1,3,3,10-49,Restaurant,39,0,0
1659,20260131,3,7,4,1-9,Restaurant,16,0,0
1660,20260131,3,7,3,10-49,Bar,60,1,0
1661,20260131,3,7,1,1-9,Bar,0,0,0
1662,20260131,3,7,5,10-49,Restaurant,46,0,0
1663,20260131,3,8,8,10-49,Bar,58,0,0
1664,20260131,4,10,6,10-49,Bar,66,1,0
1665,20260131,4,11,1,1-9,Restaurant,58,1,0
1666,20260131,4,11,1,1-9,Restaurant,56,0,0
1667,20260131,5,13,1,10-49,Bar,62,1,1
1668,20260131,6,16,1,1-9,Bar,35,0,0
1669,20260131,6,17,6,10-49,Hotel,74,1,1
1670,20260131,7,19,1,10-49,Snack,64,1,1
1671,20260131,7,19,1,10-49,Restaurant,71,1,1
1672,20260201,2,5,3,50+,Restaurant,82,1,1
1673,20260201,3,7,4,1-9,Café,34,0,0
1674,20260201,3,7,2,1-9,Restaurant,24,0,0
1675,20260201,3,7,1,50+,Snack,46,1,0
1676,20260201,3,8,6,1-9,Bar,24,0,0
1677,20260201,3,9,3,10-49,Snack,69,0,0
1678,20260201,3,9,1,10-49,Snack,26,0,0
1679,20260201,4,10,4,10-49,Snack,67,0,0
1680,20260201,4,10,3,1-9,Snack,42,0,0
1681,20260201,6,16,3,1-9,Restaurant,58,0,0
1682,20260201,6,17,1,10-49,Restaurant,74,1,1
1683,20260201,6,18,5,10-49,Hotel,55,1,1
1684,20260201,6,18,5,1-9,Restaurant,58,1,0
1685,20260201,6,18,6,1-9,Bar,61,1,1
1686,20260201,7,20,4,1-9,Restaurant,67,1,0
1687,20260201,7,20,3,10-49,Restaurant,54,1,1
1688,20260202,1,1,7,10-49,Snack,53,0,0
1689,20260202,1,2,4,1-9,Snack,26,0,0
1690,20260202,1,3,2,1-9,Restaurant,42,1,0
1691,20260202,1,3,2,10-49,Restaurant,43,0,0
1692,20260202,3,7,2,50+,Restaurant,37,1,0
1693,20260202,3,7,7,10-49,Café,37,0,0
1694,20260202,3,7,7,10-49,Bar,37,1,0
1695,20260202,3,8,8,10-49,Bar,31,0,0
1696,20260202,3,9,7,1-9,Bar,66,1,1
1697,20260202,4,10,7,1-9,Restaurant,59,1,1
1698,20260202,4,11,1,1-9,Snack,57,1,0
1699,20260202,4,11,5,50+,Snack,53,1,0
1700,20260202,5,13,6,10-49,Café,58,0,0
1701,20260202,5,13,6,1-9,Restaurant,43,0,0
1702,20260202,5,13,1,10-49,Restaurant,56,1,1
1703,20260202,5,13,5,1-9,Restaurant,61,1,0
1704,20260202,6,16,1,10-49,Snack,74,1,1
1705,20260202,6,16,3,1-9,Bar,64,0,0
1706,20260202,6,16,1,10-49,Restaurant,80,1,1
1707,20260202,6,16,1,50+,Bar,91,1,1
1708,20260202,6,16,7,10-49,Restaurant,47,1,1
1709,20260202,6,17,3,1-9,Snack,64,1,1
1710,20260202,6,17,3,10-49,Bar,46,1,1
1711,20260202,6,18,6,10-49,Bar,63,0,0
1712,20260202,6,18,2,10-49,Restaurant,42,0,0
1713,20260202,7,19,5,1-9,Restaurant,55,1,1
1714,20260203,1,1,3,10-49,Café,35,0,0
1715,20260203,1,3,5,1-9,Hotel,35,0,0
1716,20260203,2,5,7,10-49,Bar,52,0,0
1717,20260203,2,5,7,1-9,Restaurant,64,1,0
1718,20260203,3,7,1,1-9,Bar,9,0,0
1719,20260203,3,7,7,10-49,Bar,29,0,0
1720,20260203,3,7,2,10-49,Snack,29,0,0
1721,20260203,3,8,4,1-9,Bar,31,0,0
1722,20260203,3,8,7,10-49,Restaurant,27,0,0
1723,20260203,3,8,6,1-9,Restaurant,61,0,0
1724,20260203,3,9,1,1-9,Snack,27,0,0
1725,20260203,4,10,4,10-49,Bar,74,1,1
1726,20260203,4,11,4,1-9,Hotel,23,0,0
1727,20260203,4,11,1,1-9,Restaurant,36,0,0
1728,20260203,4,12,4,1-9,Restaurant,51,0,0
1729,20260203,5,13,3,1-9,Restaurant,46,1,1
1730,20260203,5,13,1,50+,Snack,45,1,0
1731,20260203,5,13,6,10-49,Snack,76,1,0
1732,20260203,5,14,8,1-9,Hotel,52,0,0
1733,20260203,6,16,1,1-9,Snack,70,1,1
1734,20260203,6,18,1,50+,Bar,63,1,0
1735,20260203,7,19,2,10-49,Restaurant,78,1,1
1736,20260203,7,19,8,1-9,Bar,72,0,0
1737,20260203,7,20,7,10-49,Restaurant,69,0,0
1738,20260203,7,20,1,10-49,Restaurant,60,1,1
1739,20260203,7,20,2,10-49,Restaurant,76,1,1
1740,20260204,1,1,8,1-9,Restaurant,59,0,0
1741,20260204,1,1,3,10-49,Restaurant,54,0,0
1742,20260204,3,7,6,10-49,Restaurant,40,1,0
1743,20260204,3,7,3,10-49,Hotel,27,0,0
1744,20260204,3,7,7,10-49,Restaurant,51,0,0
1745,20260204,3,8,1,10-49,Café,46,0,0
1746,20260204,3,8,5,1-9,Restaurant,30,0,0
1747,20260204,4,11,2,1-9,Restaurant,39,0,0
1748,20260204,4,11,8,1-9,Snack,16,0,0
1749,20260204,4,12,6,10-49,Restaurant,60,0,0
1750,20260204,5,13,1,1-9,Snack,39,0,0
1751,20260204,5,14,5,10-49,Bar,79,1,1
1752,20260204,5,14,5,1-9,Snack,64,1,1
1753,20260204,5,15,1,1-9,Restaurant,79,1,0
1754,20260204,6,16,3,1-9,Restaurant,49,0,0
1755,20260204,6,16,6,1-9,Restaurant,54,1,1
1756,20260204,6,17,3,1-9,Restaurant,63,1,0
1757,20260204,6,17,4,10-49,Restaurant,,1,1
1758,20260204,6,17,2,1-9,Café,61,0,0
1759,20260204,6,17,2,10-49,Hotel,47,0,0
1760,20260204,7,19,5,10-49,Bar,92,1,1
1761,20260205,1,1,5,10-49,Restaurant,60,0,0
1762,20260205,1,3,6,1-9,Café,49,0,0
1763,20260205,1,3,7,10-49,Restaurant,71,1,0
1764,20260205,2,5,2,10-49,Hotel,70,1,1
