opportunity_id,lead_id,created_at,closed_at,stage,plan,sites,expected_value,won_value
380,1713,2026-02-06,2026-02-11,Lost,Starter,1,596.6,0.0
381,1725,2026-02-09,2026-03-17,Lost,Group,2,6911.32,0.0
382,1733,2026-02-07,2026-02-17,Won,Starter,1,552.68,483.1
383,1735,2026-02-10,2026-03-10,Won,Starter,1,561.91,514.83
384,1738,2026-02-08,2026-03-04,Lost,Group,5,15687.02,0.0
385,1739,2026-02-12,2026-03-03,Lost,Group,4,14447.24,0.0
386,1751,2026-02-09,2026-03-02,Lost,Group,3,9768.25,0.0
387,1752,2026-02-12,2026-02-17,Lost,Starter,1,547.7,0.0
388,1755,2026-02-06,2026-02-11,Won,Starter,1,554.3,538.54
389,1760,2026-02-12,2026-03-17,Lost,Pro,1,1423.05,0.0
390,1764,2026-02-08,2026-03-10,Lost,Pro,1,1394.53,0.0
391,1767,2026-02-14,2026-03-24,Lost,Group,2,6736.89,0.0
392,1774,2026-02-14,2026-02-22,Lost,Starter,1,636.48,0.0
393,1775,2026-02-07,2026-03-09,Lost,Group,2,6331.24,0.0
394,1777,2026-02-08,2026-02-12,Lost,Starter,1,585.05,0.0
395,1780,2026-02-11,2026-03-01,Lost,Pro,1,1310.93,0.0
396,1781,2026-02-11,2026-03-12,Lost,Group,2,6416.39,0.0
397,1785,2026-02-09,2026-03-04,Won,Group,2,7574.73,7064.3
398,1786,2026-02-09,2026-03-18,Won,Pro,1,1551.33,1462.47
399,1799,2026-02-13,2026-02-25,Lost,Starter,1,615.05,0.0
400,1801,2026-02-11,2026-03-12,Lost,Pro,1,1470.03,0.0
401,1804,2026-02-13,2026-03-08,Won,Pro,1,1352.75,1370.46
402,1805,2026-02-11,2026-02-19,Lost,Starter,1,577.92,0.0
403,1806,2026-02-11,2026-02-22,Lost,Starter,1,561.02,0.0
404,1807,2026-02-15,2026-02-26,Won,Pro,1,1465.17,1301.4
405,1817,2026-02-14,2026-02-23,Won,Group,4,13824.07,14055.68
406,1818,2026-02-15,2026-03-12,Won,Pro,1,1409.87,1357.01
407,1821,2026-02-17,2026-03-13,Won,Group,2,7575.57,7066.84
408,1826,2026-02-14,2026-02-27,Lost,Pro,1,1467.37,0.0
409,1835,2026-02-11,2026-03-02,Lost,Starter,1,549.7,0.0
410,1837,2026-02-13,2026-03-01,Won,Starter,1,640.3,623.78
411,1840,2026-02-11,2026-02-20,Won,Starter,1,601.33,524.43
412,1843,2026-02-14,2026-03-09,Lost,Starter,1,533.81,0.0
413,1847,2026-02-15,2026-02-21,Lost,Pro,1,1518.57,0.0
414,1848,2026-02-14,2026-03-15,Lost,Starter,1,580.06,0.0
415,1853,2026-02-15,2026-02-28,LOST,Pro,1,1444.19,0.0
416,1862,2026-02-18,2026-03-10,Lost,Group,2,6791.52,0.0
417,1866,2026-02-11,2026-02-21,Won,Starter,1,616.23,550.52
418,1867,2026-02-11,2026-02-18,Lost,Starter,1,587.08,0.0
419,1871,2026-02-18,2026-02-27,Lost,Pro,1,1290.65,0.0
420,1873,2026-02-14,2026-03-22,Lost,Pro,1,1424.76,0.0
421,1875,2026-02-13,2026-02-22,Won,Starter,1,547.32,534.79
422,1880,2026-02-20,2026-04-11,Lost,Pro,1,1342.16,0.0
423,1882,2026-02-20,2026-05-21,Lost,Group,2,6578.12,0.0
424,1886,2026-02-14,2026-03-12,Lost,Starter,1,645.55,0.0
425,1889,2026-02-13,2026-02-27,Won,Starter,1,640.72,582.23
426,1890,2026-02-15,2026-04-02,Won,Group,4,14448.24,13610.21
427,1894,2026-02-15,2026-02-10,Won,Starter,1,557.68,565.5
428,1896,2026-02-17,2026-02-20,Won,Starter,1,588.4,522.69
429,1897,2026-02-13,2026-03-01,Lost,Pro,1,1429.05,0.0
430,1900,2026-02-13,2026-03-29,Lost,Pro,1,1542.04,0.0
431,1908,2026-02-19,2026-03-09,Lost,Group,5,17255.34,0.0
432,1917,2026-02-16,2026-04-04,Lost,Pro,1,1539.48,0.0
433,1932,2026-02-14,2026-02-24,Won,Starter,1,606.87,615.88
434,1940,2026-02-21,2026-03-18,Lost,Pro,1,1513.17,0.0
435,1944,2026-02-15,2026-03-29,Lost,Group,3,10326.67,0.0
436,1972,2026-02-17,2026-03-01,Lost,Starter,1,578.37,0.0
437,1973,2026-02-16,2026-04-21,Lost,Pro,1,1418.81,0.0
438,1976,2026-02-22,2026-03-07,Lost,Starter,1,548.42,0.0
439,1978,2026-02-17,2026-02-27,Won,Starter,1,614.72,535.38
440,1980,2026-02-20,2026-03-05,Lost,Starter,1,633.93,0.0
441,1982,2026-02-15,2026-02-27,Lost,Starter,1,633.68,0.0
442,1983,2026-02-23,2026-03-18,Won,Starter,1,588.8,509.29
443,1984,2026-02-23,2026-03-01,Won,Pro,1,1565.04,1538.65
444,1985,2026-02-18,2026-03-17,Lost,Pro,1,1467.22,0.0
445,1986,2026-02-18,2026-04-18,Won,Pro,1,1478.74,1257.39
446,1987,2026-02-20,2026-02-26,Lost,Starter,1,606.47,0.0
447,2000,2026-02-21,2026-03-03,Lost,Starter,1,531.33,0.0
448,2005,2026-02-22,2026-03-18,Lost,Pro,1,1369.25,0.0
449,2012,2026-02-18,2026-03-14,Lost,Starter,1,571.44,0.0
450,2015,2026-02-20,2026-03-08,Lost,Pro,1,1485.85,0.0
451,2018,2026-02-20,2026-03-07,Lost,Starter,1,618.92,0.0
452,2020,2026-02-23,2026-03-07,Lost,Starter,1,549.95,0.0
453,2022,2026-02-22,2026-02-25,Won,Starter,1,584.9,540.72
454,2041,2026-02-18,2026-02-27,Won,Starter,1,535.12,510.22
455,2042,2026-02-25,2026-03-23,Lost,Pro,1,1471.48,0.0
456,2044,2026-02-21,2026-03-07,Won,Starter,1,572.9,552.51
457,2055,2026-02-19,2026-03-01,Lost,Pro,1,1334.82,0.0
458,2062,2026-02-24,2026-03-18,Won,Starter,1,531.99,531.61
459,2063,2026-02-25,2026-03-23,LOST,Pro,1,1316.08,0.0
460,2089,2026-02-25,2026-03-11,Won,Pro,1,1408.8,1414.84
461,2092,2026-02-25,2026-04-15,Lost,Group,2,6358.37,0.0
462,2107,2026-02-23,2026-03-05,Lost,Pro,1,1467.44,0.0
463,2108,2026-02-28,2026-03-09,Lost,Pro,1,1404.86,0.0
464,2113,2026-02-26,2026-03-20,Lost,Group,5,18527.15,0.0
465,2117,2026-03-01,2026-03-07,Won,Pro,1,1477.15,1327.89
466,2130,2026-02-26,2026-03-08,Lost,Starter,1,588.22,0.0
467,2134,2026-02-24,2026-03-11,Lost,Starter,1,546.25,0.0
468,2136,2026-02-25,2026-03-07,Lost,Starter,1,630.51,0.0
469,2141,2026-02-23,2026-04-26,Won,Pro,1,1536.74,1375.04
470,2153,2026-02-27,2026-03-10,Won,Starter,1,625.19,607.94
471,2155,2026-03-01,2026-03-09,Won,Pro,1,1395.73,1317.46
472,2168,2026-03-01,2026-03-22,Lost,Pro,1,1526.6,0.0
473,2169,2026-03-03,2026-04-07,Lost,Pro,1,1489.33,0.0
474,2170,2026-02-25,2026-03-10,Lost,Starter,1,619.73,0.0
475,2174,2026-02-27,2026-03-30,Lost,Pro,1,1291.38,0.0
476,2175,2026-02-24,2026-03-09,Lost,Pro,1,1288.61,0.0
477,2176,2026-02-24,2026-03-24,Lost,Pro,1,1503.34,0.0
478,2190,2026-03-03,2026-03-13,Lost,Pro,1,1429.07,0.0
479,2192,2026-02-27,2026-04-06,Won,Starter,1,613.97,607.98
480,2196,2026-03-02,2026-03-25,Won,Pro,1,1328.93,1225.9
481,2198,2026-02-28,2026-03-19,Won,Pro,1,1533.75,1314.25
482,2199,2026-02-26,2026-04-22,Lost,Pro,1,1414.59,0.0
483,2202,2026-02-27,2026-03-20,Lost,Starter,1,581.85,0.0
484,2203,2026-03-01,2026-03-27,Lost,Pro,1,1522.23,0.0
485,2205,2026-03-03,2026-04-06,Won,Starter,1,640.27,647.0
486,2221,2026-02-28,2026-03-24,Lost,Pro,1,1339.69,0.0
487,2228,2026-03-06,2026-04-02,Lost,Starter,1,638.95,0.0
488,2229,2026-03-02,2026-03-05,Lost,Starter,1,640.82,0.0
489,2232,2026-03-01,2026-03-25,Lost,Pro,1,1514.11,0.0
490,2247,2026-03-04,2026-03-24,Lost,Pro,1,1497.23,0.0
491,2251,2026-03-07,2026-03-12,Lost,Starter,1,581.33,0.0
492,2253,2026-03-01,2026-03-07,Lost,Pro,1,1310.75,0.0
493,2256,2026-03-02,2026-03-22,Lost,Pro,1,1535.28,0.0
494,2257,2026-03-06,2026-03-28,Lost,Pro,1,1446.76,0.0
495,2261,2026-03-01,2026-03-22,Lost,Starter,1,644.23,0.0
496,2262,2026-03-02,2026-03-11,Won,Starter,1,572.93,571.53
497,2271,2026-03-03,2026-03-13,Lost,Starter,1,568.49,0.0
498,2272,2026-03-03,2026-03-22,Lost,Group,4,12828.7,0.0
499,2278,2026-03-05,2026-03-23,Lost,Pro,1,1417.5,0.0
500,2282,2026-02-28,2026-03-04,Won,Pro,1,1468.76,1271.0
501,2304,2026-03-06,2026-05-20,Lost,Group,3,11478.89,0.0
502,2306,2026-03-05,2026-03-23,Lost,Starter,1,605.33,0.0
503,2309,2026-03-02,2026-04-29,Lost,Pro,1,1521.42,0.0
504,2310,2026-03-08,2026-04-08,Lost,Pro,1,1313.63,0.0
505,2311,2026-03-06,2026-03-17,Lost,Group,4,13574.24,0.0
506,2314,2026-03-05,2026-03-30,Lost,Pro,1,1366.94,0.0
507,2316,2026-03-10,2026-03-27,Lost,Starter,1,568.99,0.0
508,2328,2026-03-09,2026-03-24,Won,Pro,1,1412.18,1352.23
509,2330,2026-03-09,2026-04-22,Lost,Pro,1,1393.29,0.0
510,2331,2026-03-07,2026-05-22,Lost,Group,2,7118.9,0.0
511,2332,2026-03-11,2026-03-29,Lost,Starter,1,543.89,0.0
512,2340,2026-03-04,2026-03-16,Lost,Pro,1,1543.11,0.0
513,2343,2026-03-08,2026-03-22,Lost,Pro,1,1374.88,0.0
514,2344,2026-03-11,2026-03-25,Lost,Starter,1,557.62,0.0
515,2354,2026-03-05,2026-03-14,Lost,Pro,1,1444.96,0.0
516,2356,2026-03-10,2026-04-23,Lost,Group,5,18073.06,0.0
517,2359,2026-03-08,2026-03-19,Won,Starter,1,575.37,494.32
518,2362,2026-03-05,2026-03-26,Won,Group,4,14201.46,12155.6
519,2370,2026-03-10,2026-03-28,Lost,Pro,1,1525.71,0.0
520,2372,2026-03-12,2026-03-17,Lost,Group,3,10456.26,0.0
521,2375,2026-03-09,2026-03-15,Lost,Starter,1,613.27,0.0
522,2377,2026-03-11,2026-04-07,Lost,Pro,1,1307.9,0.0
523,2380,2026-03-06,2026-03-23,Lost,Pro,1,1490.27,0.0
524,2382,2026-03-12,2026-03-29,Lost,Starter,1,635.92,0.0
525,2385,2026-03-10,2026-03-31,Lost,Starter,1,574.39,0.0
526,2397,2026-03-12,2026-03-20,Lost,Starter,1,630.44,0.0
527,2399,2026-03-10,2026-03-23,Lost,Pro,1,1421.09,0.0
528,2401,2026-03-09,2026-04-02,Won,Starter,1,559.82,520.19
529,2402,2026-03-10,2026-03-31,Lost,Pro,1,1512.83,0.0
530,2403,2026-03-06,2026-03-12,Lost,Pro,1,1312.7,0.0
531,2404,2026-03-08,2026-03-16,Lost,Starter,1,572.8,0.0
532,2408,2026-03-06,2026-05-08,Lost,Group,4,12950.06,0.0
533,2409,2026-03-08,2026-03-24,Lost,Starter,1,601.7,0.0
534,2410,2026-03-05,2026-03-28,Lost,Starter,1,557.28,0.0
535,2411,2026-03-08,2026-03-25,Lost,Pro,1,1505.43,0.0
536,2412,2026-03-08,2026-05-13,Lost,Pro,1,1462.56,0.0
537,2429,2026-03-07,2026-03-31,Lost,Pro,1,1463.02,0.0
538,2435,2026-03-09,2026-03-12,Lost,Starter,1,580.84,0.0
539,2436,2026-03-09,2026-03-24,Won,Starter,1,619.52,589.93
540,2437,2026-03-13,2026-04-20,Lost,Starter,1,570.83,0.0
541,2441,2026-03-09,2026-05-22,Won,Group,5,18865.52,17619.24
542,2443,2026-03-15,2026-05-06,Lost,Group,4,14645.26,0.0
543,2445,2026-03-07,2026-04-09,Lost,Group,5,16925.43,0.0
544,2449,2026-03-12,2026-04-09,Won,Pro,1,1317.32,1163.78
545,2459,2026-03-11,2026-03-20,Lost,Starter,1,634.87,0.0
546,2464,2026-03-15,2026-03-26,Lost,Starter,1,572.18,0.0
547,2467,2026-03-12,2026-04-05,Won,Starter,1,637.32,616.5
548,2468,2026-03-15,2026-03-30,Lost,Pro,1,1368.77,0.0
549,2470,2026-03-09,2026-04-09,Lost,Pro,1,1321.48,0.0
550,2471,2026-03-09,2026-04-06,Lost,Group,3,9818.89,0.0
551,2473,2026-03-15,2026-04-06,Lost,Pro,1,1328.73,0.0
552,2485,2026-03-15,2026-04-06,Won,Starter,1,559.66,479.38
553,2488,2026-03-12,2026-03-28,Lost,Pro,1,1314.93,0.0
554,2491,2026-03-14,2026-04-19,Lost,Pro,1,1341.63,0.0
555,2505,2026-03-12,2026-04-16,Lost,Pro,1,1504.32,0.0
556,2524,2026-03-14,2026-03-28,Lost,Starter,1,586.65,0.0
557,2538,2026-03-11,2026-03-25,Lost,Pro,1,1555.55,0.0
558,2549,2026-03-12,2026-03-24,Lost,Pro,1,1371.65,0.0
559,2553,2026-03-14,2026-05-03,Lost,Group,5,18655.26,0.0
560,2560,2026-03-20,2026-03-26,Lost,Pro,1,1489.28,0.0
561,2562,2026-03-12,2026-03-24,Won,Pro,1,1392.47,1285.07
562,2564,2026-03-16,2026-04-16,Lost,Starter,1,609.35,0.0
563,2565,2026-03-19,2026-04-07,Won,Starter,1,577.13,541.52
564,2569,2026-03-12,2026-03-24,Lost,Starter,1,597.54,0.0
565,2575,2026-03-13,2026-03-31,Lost,Starter,1,548.11,0.0
566,2577,2026-03-18,2026-03-26,Won,Starter,1,619.27,626.01
567,2578,2026-03-13,2026-04-28,Lost,Group,2,6283.91,0.0
568,2600,2026-03-16,2026-03-29,Won,Starter,1,608.33,548.53
569,2602,2026-03-21,2026-03-25,LOST,Starter,1,595.57,0.0
570,2619,2026-03-18,2026-04-05,Lost,Pro,1,1460.43,0.0
571,2623,2026-03-15,2026-04-08,Lost,Pro,1,1550.53,0.0
572,2627,2026-03-18,2026-04-01,Lost,Pro,1,1348.74,0.0
573,2628,2026-03-20,2026-04-29,Lost,Group,4,13366.92,0.0
574,2629,2026-03-20,2026-04-25,Lost,Group,5,17426.51,0.0
575,2632,2026-03-15,2026-04-05,Won,Group,5,17766.1,15813.0
576,2636,2026-03-15,2026-04-06,Won,Starter,1,567.2,530.07
577,2639,2026-03-21,2026-03-29,Lost,Starter,1,604.32,0.0
578,2653,2026-03-15,2026-03-30,Lost,Starter,1,641.37,0.0
579,2670,2026-03-21,2026-04-23,Lost,Group,4,13453.85,0.0
580,2675,2026-03-22,2026-05-23,Lost,Pro,1,1475.18,0.0
581,2677,2026-03-20,2026-03-29,Lost,Starter,1,542.08,0.0
582,2678,2026-03-16,2026-03-24,Lost,Pro,1,1319.26,0.0
583,2689,2026-03-25,2026-04-20,Lost,Pro,1,1339.29,0.0
584,2690,2026-03-25,2026-05-16,Lost,Group,2,7477.31,0.0
585,2696,2026-03-22,2026-04-02,Won,Starter,1,627.95,551.06
586,2697,2026-03-25,2026-04-02,Won,Pro,1,1335.43,1292.42
587,2700,2026-03-24,,Open,Pro,1,1377.3,0.0
588,2709,2026-03-22,2026-04-10,Lost,Pro,1,1343.83,0.0
589,2711,2026-03-20,2026-04-01,Lost,Starter,1,559.05,0.0
590,2713,2026-03-19,2026-04-08,Lost,Pro,1,1325.36,0.0
591,2719,2026-03-18,2026-04-06,Lost,Starter,1,581.08,0.0
592,2720,2026-03-25,2026-04-06,Won,Starter,1,571.39,501.1
593,2722,2026-03-23,2026-04-01,Lost,Starter,1,620.23,0.0
594,2730,2026-03-21,2026-04-09,Lost,Starter,1,593.87,0.0
595,2732,2026-03-22,2026-04-07,LOST,Starter,1,558.19,0.0
596,2734,2026-03-23,2026-04-08,Won,Starter,1,616.33,582.18
597,2737,2026-03-25,2026-04-10,Won,Group,4,13551.48,12274.02
598,2738,2026-03-20,2026-04-14,Lost,Starter,1,590.13,0.0
599,2742,2026-03-23,2026-04-06,Lost,Pro,1,1398.69,0.0
600,2743,2026-03-26,2026-04-12,Lost,Starter,1,543.34,0.0
601,2745,2026-03-26,2026-04-11,Lost,Starter,1,579.47,0.0
602,2746,2026-03-23,2026-04-07,Lost,Pro,1,1566.37,0.0
603,2760,2026-03-28,2026-04-14,Lost,Starter,1,588.1,0.0
604,2761,2026-03-28,2026-04-17,Lost,Starter,1,592.62,0.0
605,2776,2026-03-28,2026-04-05,Lost,Starter,1,629.81,0.0
606,2779,2026-03-22,2026-04-29,Won,Pro,1,1295.36,1188.51
607,2780,2026-03-29,2026-05-20,Won,Group,3,11335.09,10835.7
608,2781,2026-03-27,2026-04-04,Won,Pro,1,1437.69,1362.83
609,2785,2026-03-24,2026-04-16,Lost,Starter,1,553.27,0.0
610,2792,2026-03-25,2026-06-04,Lost,Group,3,10894.87,0.0
611,2794,2026-03-28,2026-05-01,Lost,Group,5,15865.81,0.0
612,2796,2026-03-26,2026-04-03,Lost,Starter,1,585.79,0.0
613,2800,2026-03-27,2026-04-16,Lost,Starter,1,608.72,0.0
614,2801,2026-03-22,2026-04-18,Lost,Pro,1,1552.79,0.0
615,2806,2026-03-28,2026-05-01,Lost,Starter,1,536.35,0.0
616,2809,2026-03-23,2026-04-04,Won,Pro,1,1514.34,1312.71
617,2810,2026-03-26,2026-04-18,Lost,Pro,1,1417.64,0.0
618,2811,2026-03-23,2026-04-03,Lost,Starter,1,624.25,0.0
619,2812,2026-03-27,2026-04-19,Won,Starter,1,629.61,558.11
620,2813,2026-03-26,2026-04-06,Lost,Pro,1,1382.74,0.0
621,2814,2026-03-24,2026-04-07,Lost,Pro,1,1288.98,0.0
622,2815,2026-03-31,2026-04-07,Lost,Starter,1,536.54,0.0
623,2818,2026-03-25,2026-04-11,Lost,Starter,1,617.82,0.0
624,2827,2026-03-25,2026-04-22,Lost,Pro,1,1326.81,0.0
625,2829,2026-03-29,2026-04-17,Won,Starter,1,628.51,593.25
626,2831,2026-03-24,2026-04-07,Lost,Starter,1,592.14,0.0
627,2835,2026-04-01,2026-04-22,Won,Starter,1,602.61,587.9
628,2843,2026-04-02,2026-04-21,Lost,Group,4,14289.67,0.0
629,2844,2026-03-29,2026-05-03,Won,Pro,1,1323.16,1302.92
630,2845,2026-03-30,2026-05-25,Lost,Group,5,16494.72,0.0
631,2848,2026-03-29,2026-04-06,Won,Starter,1,639.32,612.83
632,2851,2026-03-29,2026-04-28,Lost,Starter,1,589.24,0.0
633,2857,2026-03-28,2026-04-15,Won,Starter,1,595.3,0.0
634,2858,2026-03-29,2026-04-18,Won,Starter,1,594.4,537.02
635,2859,2026-04-01,2026-04-06,Won,Pro,1,1515.44,1416.62
636,2860,2026-04-01,2026-04-27,Won,Starter,1,560.1,567.75
637,2863,2026-04-01,2026-04-05,Won,Pro,1,1293.78,1308.63
638,2865,2026-04-01,2026-05-09,Lost,Starter,1,636.0,0.0
639,2866,2026-03-29,2026-04-14,Lost,Starter,1,588.26,0.0
640,2883,2026-03-28,2026-05-20,Lost,Group,3,9602.04,0.0
641,2886,2026-03-31,2026-04-29,Lost,Starter,1,633.11,0.0
642,2888,2026-03-31,2026-04-07,Won,Pro,1,1397.24,1190.98
643,2894,2026-03-29,2026-04-07,Lost,Starter,1,533.82,0.0
644,2896,2026-03-26,2026-04-01,Won,Starter,1,573.01,555.66
645,2897,2026-03-29,2026-05-28,Lost,Pro,1,1316.76,0.0
646,2902,2026-04-03,2026-04-27,won,Pro,1,1411.66,1317.3
647,2903,2026-03-27,2026-05-26,Won,Pro,1,1530.45,1342.82
648,2912,2026-03-27,2026-04-09,Lost,Starter,1,548.22,0.0
649,2913,2026-03-31,2026-05-13,Lost,Starter,1,548.21,0.0
650,2920,2026-03-30,2026-05-01,Won,Pro,1,1427.14,1400.25
651,2936,2026-04-04,2026-04-21,Lost,Starter,1,557.37,0.0
652,2940,2026-04-05,2026-04-14,Won,Starter,1,569.85,527.82
653,2945,2026-03-29,2026-04-22,Lost,Starter,1,614.25,0.0
654,2947,2026-03-30,2026-04-26,Lost,Starter,1,614.41,0.0
655,2949,2026-04-02,2026-04-12,Lost,Starter,1,546.17,0.0
656,2951,2026-03-29,2026-04-19,Won,Starter,1,591.34,554.14
657,2961,2026-04-03,2026-04-17,Lost,Starter,1,617.57,0.0
658,2965,2026-04-01,2026-04-24,Lost,Pro,1,1536.74,0.0
659,2966,2026-03-29,2026-04-07,Lost,Pro,1,1482.9,0.0
660,2967,2026-04-04,2026-04-13,Lost,Pro,1,1375.62,0.0
661,2968,2026-03-29,2026-04-13,Won,Pro,1,1311.45,1307.36
662,2970,2026-03-29,2026-04-09,Won,Starter,1,632.84,543.0
663,2981,2026-04-01,2026-04-20,Lost,Pro,1,1564.23,0.0
664,2986,2026-03-31,2026-04-12,Lost,Pro,1,1482.53,0.0
665,2987,2026-03-31,2026-04-29,Lost,Starter,1,581.83,0.0
666,2989,2026-03-31,2026-04-27,Lost,Starter,1,545.64,0.0
667,2990,2026-04-02,2026-04-28,Won,Pro,1,1299.47,1135.57
668,3005,2026-04-03,2026-05-10,Won,Starter,1,533.63,516.24
669,3006,2026-04-03,2026-05-16,Lost,Starter,1,562.48,0.0
670,3008,2026-04-06,2026-05-03,Lost,Pro,1,1566.09,0.0
671,3009,2026-04-02,2026-05-03,Won,Starter,1,603.26,520.03
672,3010,2026-04-04,2026-04-20,Lost,Starter,1,591.61,0.0
673,3014,2026-04-06,,open,Group,5,15936.14,0.0
674,3025,2026-04-01,2026-04-29,Lost,Group,5,18996.04,0.0
675,3035,2026-04-02,2026-04-11,Lost,Starter,1,590.69,0.0
676,3041,2026-04-03,2026-04-10,Won,Pro,1,1349.16,1236.42
677,3044,2026-04-07,2026-05-18,Lost,Pro,1,1302.64,0.0
678,3052,2026-04-03,2026-05-05,Lost,Starter,1,597.46,0.0
679,3056,2026-04-03,2026-04-23,Won,Starter,1,608.97,579.08
680,3058,2026-04-02,2026-04-15,Lost,Pro,1,1549.84,0.0
681,3060,2026-04-08,2026-05-27,Lost,Group,3,9705.73,0.0
682,3067,2026-04-02,2026-04-22,Lost,Starter,1,592.82,0.0
683,3070,2026-04-07,2026-04-23,Lost,Pro,1,1312.5,0.0
684,3071,2026-04-05,2026-04-18,Won,Pro,1,1555.46,1403.69
685,3092,2026-04-05,2026-05-05,Lost,Pro,1,1287.53,0.0
686,3093,2026-04-10,2026-05-23,Lost,Group,5,17140.41,0.0
687,3097,2026-04-11,2026-05-03,Won,Starter,1,624.15,616.23
688,3103,2026-04-03,2026-04-14,Lost,Starter,1,593.55,0.0
689,3105,2026-04-12,2026-05-16,Lost,Pro,1,1423.5,0.0
690,3121,2026-04-05,2026-05-06,Lost,Starter,1,563.24,0.0
691,3122,2026-04-05,2026-04-24,Won,Starter,1,626.46,542.19
692,3123,2026-04-09,2026-04-28,Lost,Starter,1,549.74,0.0
693,3124,2026-04-06,2026-06-10,Lost,Pro,1,1467.09,0.0
694,3126,2026-04-04,2026-05-11,Won,Starter,1,552.03,557.02
695,3127,2026-04-05,2026-04-28,Won,Starter,1,635.56,620.01
696,3138,2026-04-10,2026-04-23,Lost,Starter,1,596.07,0.0
697,3146,2026-04-08,2026-04-17,Won,Starter,1,607.98,592.08
698,3151,2026-04-11,2026-04-22,Lost,Pro,1,1416.5,0.0
699,3156,2026-04-05,2026-04-23,Lost,Starter,1,577.34,0.0
700,3157,2026-04-05,2026-04-19,Won,Starter,1,552.24,515.77
701,3158,2026-04-09,2026-05-03,Won,Group,5,17105.28,0.0
702,3159,2026-04-11,2026-04-24,Won,Starter,1,596.18,561.21
703,3174,2026-04-09,2026-05-03,Lost,Pro,1,1551.51,0.0
704,3176,2026-04-09,2026-04-18,Lost,Group,5,15820.24,0.0
705,3177,2026-04-07,2026-04-20,Lost,Starter,1,628.56,0.0
706,3187,2026-04-09,2026-05-03,LOST,Group,5,18594.91,0.0
707,3188,2026-04-15,2026-04-19,Lost,Pro,1,1315.9,0.0
708,3192,2026-04-14,2026-05-03,Won,Starter,1,621.78,543.22
709,3195,2026-04-08,2026-04-27,Won,Pro,1,1450.43,1360.67
710,3199,2026-04-15,2026-04-24,Won,Starter,1,639.84,552.95
711,3201,2026-04-15,2026-04-23,Lost,Starter,1,644.31,0.0
712,3202,2026-04-10,2026-05-06,Lost,Pro,1,1405.85,0.0
713,3207,2026-04-15,2026-04-29,Lost,Starter,1,567.25,0.0
714,3210,2026-04-14,2026-04-23,Lost,Pro,1,1300.6,0.0
715,3214,2026-04-08,2026-04-23,Won,Starter,1,626.78,586.38
716,3216,2026-04-12,2026-06-03,Lost,Group,3,10079.93,0.0
717,3218,2026-04-09,2026-04-22,Lost,Pro,1,1411.71,0.0
718,3223,2026-04-09,2026-04-27,LOST,Starter,1,583.72,0.0
719,3227,2026-04-10,2026-06-23,Won,Group,5,15986.51,14322.33
720,3236,2026-04-13,2026-04-21,Lost,Pro,1,1315.01,0.0
721,3242,2026-04-10,2026-06-09,Lost,Group,4,14996.19,0.0
722,3251,2026-04-16,2026-05-02,Lost,Starter,1,620.92,0.0
723,3254,2026-04-12,2026-05-02,Lost,Starter,1,603.75,0.0
724,3256,2026-04-11,2026-04-26,Lost,Pro,1,1538.14,0.0
725,3257,2026-04-09,2026-05-02,Won,Pro,1,1505.13,1401.56
726,3263,2026-04-18,2026-04-26,won,Starter,1,641.51,603.64
727,3264,2026-04-17,2026-05-08,Lost,Pro,1,1492.67,0.0
728,3270,2026-04-18,2026-06-02,Lost,Starter,1,608.31,0.0
729,3272,2026-04-14,2026-05-30,Lost,Pro,1,1486.96,0.0
730,3276,2026-04-12,2026-05-26,Won,Pro,1,1536.82,1330.68
731,3277,2026-04-12,2026-04-20,Lost,Starter,1,629.38,0.0
732,3282,2026-04-11,2026-04-27,Won,Pro,1,1544.16,1449.94
733,3283,2026-04-16,2026-05-15,Won,Pro,1,1372.01,1306.43
734,3284,2026-04-11,2026-04-27,Lost,Starter,1,619.54,0.0
735,3288,2026-04-12,2026-05-09,Lost,Pro,1,1507.65,0.0
736,3297,2026-04-13,2026-04-24,Won,Pro,1,1374.4,1295.49
737,3300,2026-04-18,2026-05-21,Lost,Group,2,6482.16,0.0
738,3307,2026-04-12,2026-04-22,Lost,Starter,1,628.1,0.0
739,3308,2026-04-17,2026-06-04,Lost,Pro,1,1296.66,0.0
740,3309,2026-04-18,2026-06-10,Lost,Pro,1,1330.7,0.0
741,3312,2026-04-15,2026-05-04,Lost,Starter,1,646.22,0.0
742,3314,2026-04-15,2026-05-31,Won,Starter,1,537.6,495.35
743,3316,2026-04-12,2026-05-21,Won,Pro,1,1531.5,1479.28
744,3342,2026-04-16,2026-05-07,Lost,Pro,1,1342.32,0.0
745,3343,2026-04-15,2026-04-10,Won,Starter,1,542.56,517.46
746,3348,2026-04-20,2026-05-04,LOST,Pro,1,1554.88,0.0
747,3349,2026-04-14,2026-04-18,Lost,Starter,1,597.61,0.0
748,3351,2026-04-12,2026-05-20,Lost,Pro,1,1490.06,0.0
749,3359,2026-04-18,2026-05-01,Lost,Pro,1,1402.4,0.0
750,3376,2026-04-20,2026-04-29,Lost,Pro,1,1565.78,0.0
751,3380,2026-04-14,2026-05-07,Lost,Pro,1,1434.21,0.0
752,3386,2026-04-16,2026-04-28,Lost,Starter,1,578.27,0.0
753,3388,2026-04-18,2026-04-28,Won,Starter,1,564.98,511.8
754,3389,2026-04-18,2026-05-10,Lost,Pro,1,1398.17,0.0
