lead_id,created_at,channel,campaign,region,company_size,business_type,lead_score,is_mql,is_sql
666,2025-12-08 17:26,Meta Ads,Lead Magnet,Namur,50+,Hotel,41.0,0,0
667,2025-12-08 19:39,Meta Ads,Lead Magnet,Antwerp,1-9,Snack,52.0,1,1
668,2025-12-08 08:08,Organic Search,SEO Product Pages,Brussels,10-49,Restaurant,63.0,0,0
669,2025-12-08 19:36,Organic Search,SEO Product Pages,Walloon Brabant,1-9,Café,32.0,1,0
670,2025-12-08 11:03,Organic Search,SEO Guides,Walloon Brabant,1-9,Café,22.0,0,0
671,2025-12-08 20:10,Organic Search,SEO Guides,Brussels,1-9,Restaurant,60.0,1,0
672,2025-12-08 17:40,Organic Search,SEO Guides,Brussels,1-9,Bar,60.0,1,0
673,2025-12-08 16:51,Organic Search,SEO Guides,Antwerp,50+,Restaurant,45.0,1,0
674,2025-12-08 18:40,Direct,Brand Direct,East Flanders,10-49,Restaurant,49.0,1,0
675,2025-12-08 12:26,Direct,Brand Direct,Antwerp,10-49,Hotel,80.0,1,1
676,2025-12-08 16:13,Direct,Brand Direct,Flemish Brabant,1-9,Restaurant,38.0,0,0
677,2025-12-08 08:06,Direct,Returning Visitors,Brussels,10-49,Café,57.0,0,0
678,2025-12-08 20:05,Direct,Returning Visitors,East Flanders,50+,Restaurant,64.0,1,1
679,2025-12-08 16:01,Referral,Partner Network,Walloon Brabant,1-9,Restaurant,82.0,1,1
680,2025-12-08 10:53,Referral,Partner Network,Brussels,1-9,Hotel,83.0,1,1
681,2025-12-08 17:28,Referral,Partner Network,Hainaut,1-9,Bar,64.0,0,0
682,2025-12-08 09:59,Referral,Customer Referral,Walloon Brabant,1-9,Bar,82.0,0,0
683,2025-12-08 15:03,Referral,Customer Referral,Walloon Brabant,10-49,Restaurant,89.0,1,1
684,2025-12-08 20:11,Referral,Customer Referral,East Flanders,1-9,Snack,73.0,1,1
685,2025-12-09 13:07,Google Ads,High Intent Search,Walloon Brabant,50+,Bar,56.0,1,1
686,2025-12-09 11:55,Google Ads,High Intent Search,Antwerp,10-49,Snack,67.0,0,0
687,2025-12-09 16:19,Google Ads,Restaurant Operations,Walloon Brabant,1-9,Restaurant,36.0,0,0
688,2025-12-09 14:48,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,33.0,0,0
689,2025-12-09 14:42,Meta Ads,Awareness Video,East Flanders,10-49,Restaurant,42.0,1,0
690,2025-12-09 14:23,Meta Ads,Awareness Video,East Flanders,1-9,Hotel,33.0,0,0
691,2025-12-09 11:13,Meta Ads,Awareness Video,East Flanders,50+,Restaurant,31.0,0,0
692,2025-12-09 11:31,Meta Ads,Awareness Video,Antwerp,10-49,Restaurant,44.0,0,0
693,2025-12-09 17:29,Meta Ads,Awareness Video,Liège,1-9,Restaurant,,0,0
694,2025-12-09 09:59,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,36.0,0,0
695,2025-12-09 10:51,Meta Ads,Awareness Video,Hainaut,10-49,Bar,20.0,0,0
696,2025-12-09 21:46,Meta Ads,Awareness Video,Namur,1-9,Bar,16.0,0,0
697,2025-12-09 07:19,Meta Ads,Awareness Video,Antwerp,50+,Snack,29.0,0,0
698,2025-12-09 10:17,Meta Ads,Awareness Video,Flemish Brabant,1-9,Hotel,39.0,0,0
699,2025-12-09 08:42,Organic Search,SEO Product Pages,East Flanders,1 - 9,Restaurant,47.0,1,0
700,2025-12-09 18:39,Organic Search,SEO Product Pages,Namur,1-9,Restaurant,73.0,1,1
701,2025-12-09 09:18,Organic Search,SEO Guides,Liège,1-9,Restaurant,47.0,1,0
702,2025-12-09 14:31,Organic Search,SEO Guides,Liège,10-49,Bar,32.0,0,0
703,2025-12-09 12:44,Direct,Brand Direct,Brussels,10-49,Restaurant,75.0,1,1
704,2025-12-09 07:31,Direct,Brand Direct,Brussels,1-9,Restaurant,30.0,0,0
705,2025-12-09 11:54,Referral,Customer Referral,Hainaut,1-9,Café,79.0,1,0
706,2025-12-09 17:31,Referral,Customer Referral,East Flanders,1-9,Bar,69.0,0,0
707,2025-12-09 10:15,Referral,Customer Referral,Brussels,10-49,Restaurant,67.0,1,1
708,2025-12-10 12:27,Meta Ads,Awareness Video,Brussels,10-49,Bar,52.0,0,0
709,2025-12-10 09:19,Meta Ads,Awareness Video,Hainaut,10-49,Café,21.0,0,0
710,2025-12-10 16:57,Meta Ads,Awareness Video,Flemish Brabant,10-49,Restaurant,31.0,1,0
711,2025-12-10 07:29,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,12.0,0,0
712,2025-12-10 16:45,Meta Ads,Awareness Video,Antwerp,1-9,Restaurant,0.0,0,0
713,2025-12-10 15:38,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,37.0,1,0
714,2025-12-10 15:18,Meta Ads,Lead Magnet,Hainaut,1-9,Café,22.0,0,0
715,2025-12-10 09:14,Organic Search,SEO Product Pages,Flemish Brabant,1-9,Restaurant,58.0,1,1
716,2025-12-10 21:02,Organic Search,SEO Product Pages,Namur,10-49,Restaurant,91.0,0,0
717,2025-12-10 20:31,Organic Search,SEO Product Pages,Liège,50+,Restaurant,38.0,1,0
718,2025-12-10 09:47,Organic Search,SEO Product Pages,Antwerp,10-49,Restaurant,55.0,0,0
719,2025-12-10 11:06,Organic Search,SEO Guides,Antwerp,50+,Restaurant,74.0,1,0
720,2025-12-10 18:27,Organic Search,SEO Guides,East Flanders,1-9,Restaurant,59.0,1,0
721,2025-12-10 09:45,Organic Search,SEO Guides,Brussels,1-9,Bar,67.0,0,0
722,2025-12-10 16:59,Direct,Brand Direct,Liège,10-49,Restaurant,50.0,0,0
723,2025-12-10 08:58,Email,Newsletter,East Flanders,1 - 9,Hotel,60.0,0,1
724,2025-12-10 13:34,Referral,Customer Referral,East Flanders,10-49,Restaurant,87.0,1,1
725,2025-12-10 15:50,Referral,Customer Referral,Antwerp,1-9,Snack,82.0,1,1
726,2025-12-11 10:06,Meta Ads,Awareness Video,WALLOON BRABANT,10-49,Restaurant,10.0,0,0
727,2025-12-11 11:04,Meta Ads,Awareness Video,Hainaut,1-9,Snack,10.0,0,0
728,2025-12-11 21:48,Meta Ads,Lead Magnet,Brussels,10-49,Snack,34.0,1,0
729,2025-12-11 19:47,Organic Search,SEO Product Pages,Antwerp,1-9,Restaurant,55.0,1,1
730,2025-12-11 10:05,Organic Search,SEO Guides,Liège,10-49,Restaurant,67.0,1,0
731,2025-12-11 10:46,Organic Search,SEO Guides,Liège,1-9,Restaurant,44.0,0,0
732,2025-12-11 10:12,Direct,Brand Direct,Hainaut,50+,Restaurant,71.0,1,0
733,2025-12-11 19:34,Direct,Brand Direct,Brussels,50+,Restaurant,71.0,1,0
734,2025-12-11 19:56,Email,Newsletter,Flemish Brabant,1-9,Snack,57.0,0,0
735,2025-12-11 10:39,Email,Lead Nurture,Liège,1-9,Snack,71.0,1,1
736,2025-12-11 12:35,Referral,Partner Network,Brussels,50+,Restaurant,90.0,1,1
737,2025-12-11 21:17,Referral,Partner Network,Hainaut,1-9,Hotel,77.0,1,0
738,2025-12-11 18:57,Referral,Partner Network,East Flanders,10-49,Café,62.0,1,1
739,2025-12-11 09:19,Referral,Customer Referral,East Flanders,1-9,Restaurant,73.0,1,1
740,2025-12-11 07:54,Referral,Customer Referral,Namur,1-9,Restaurant,86.0,1,1
741,2025-12-11 07:46,Referral,Customer Referral,Brussels,1-9,Snack,67.0,0,0
742,2025-12-12 20:01,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,28.0,1,0
743,2025-12-12 16:03,Meta Ads,Awareness Video,Walloon Brabant,50+,Restaurant,17.0,0,0
744,2025-12-12 20:45,Meta Ads,Lead Magnet,Liège,50+,Café,58.0,1,1
745,2025-12-12 12:16,Organic Search,SEO Product Pages,Walloon Brabant,50+,Restaurant,100.0,1,0
746,2025-12-12 09:12,Organic Search,SEO Product Pages,East Flanders,1-9,Restaurant,51.0,1,1
747,2025-12-12 15:42,Direct,Brand Direct,Antwerp,50+,Restaurant,69.0,1,1
748,2025-12-12 07:13,Direct,Brand Direct,East Flanders,1-9,Restaurant,65.0,0,0
749,2025-12-12 14:26,Direct,Returning Visitors,Hainaut,10-49,Hotel,70.0,1,0
750,2025-12-12 14:22,Direct,Returning Visitors,Bruxelles,1-9,Bar,57.0,1,0
751,2025-12-12 17:34,Email,Lead Nurture,Hainaut,10-49,Restaurant,89.0,1,0
752,2025-12-12 17:13,Email,Lead Nurture,Liège,10-49,Restaurant,43.0,0,0
753,2025-12-12 10:57,Referral,Partner Network,Hainaut,1-9,Bar,74.0,1,1
754,2025-12-13 13:39,Google Ads,High Intent Search,Brussels,10-49,Bar,76.0,1,0
755,2025-12-13 19:01,Google Ads,High Intent Search,Liège,10-49,Restaurant,63.0,1,1
756,2025-12-13 20:14,LinkedIn Ads,Decision Makers,East Flanders,50+,Bar,73.0,0,0
757,2025-12-13 17:10,Meta Ads,Awareness Video,Antwerp,10-49,Restaurant,48.0,0,1
758,2025-12-13 15:20,Organic Search,SEO Product Pages,Brussels,1-9,Restaurant,86.0,1,0
759,2025-12-13 14:37,Organic Search,SEO Guides,Antwerp,1-9,Restaurant,45.0,0,0
760,2025-12-13 14:27,Organic Search,SEO Guides,Namur,10-49,Restaurant,34.0,0,0
761,2025-12-13 09:33,Direct,Brand Direct,Walloon Brabant,1-9,Snack,56.0,1,1
762,2025-12-13 16:13,Direct,Brand Direct,Hainaut,10-49,Snack,49.0,0,0
763,2025-12-13 12:46,Direct,Brand Direct,Liège,10-49,Restaurant,60.0,0,0
764,2025-12-13 15:37,Direct,Demo Page Direct,East Flanders,10-49,Café,77.0,1,1
765,2025-12-13 08:11,Email,Lead Nurture,Namur,1-9,Restaurant,74.0,1,1
766,2025-12-13 15:43,Referral,Partner Network,Brussels,10-49,Snack,97.0,1,1
767,2025-12-13 13:17,Referral,Partner Network,Brussels,10-49,Café,67.0,0,0
768,2025-12-13 20:07,Referral,Customer Referral,Liège,50+,Bar,97.0,1,1
769,2025-12-13 14:48,Referral,Customer Referral,Flemish Brabant,10-49,Hotel,44.0,0,0
770,2025-12-13 19:23,Referral,Customer Referral,Antwerp,1-9,Restaurant,78.0,1,1
771,2025-12-14 14:12,Google Ads,High Intent Search,Flemish Brabant,10-49,Café,72.0,0,0
772,2025-12-14 21:19,Google Ads,Restaurant Operations,Flemish Brabant,1-9,Bar,61.0,0,0
773,2025-12-14 18:53,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,40.0,0,0
774,2025-12-14 20:03,Meta Ads,Awareness Video,Flemish Brabant,1-9,Café,16.0,0,0
775,2025-12-14 10:27,Meta Ads,Awareness Video,Hainaut,10-49,Café,36.0,0,0
776,2025-12-14 14:01,Meta Ads,Lead Magnet,Antwerp,10-49,Snack,48.0,1,0
777,2025-12-14 13:35,Meta Ads,Lead Magnet,Antwerp,1-9,Restaurant,26.0,0,0
778,2025-12-14 17:44,Organic Search,SEO Product Pages,Walloon Brabant,10-49,Snack,73.0,1,1
779,2025-12-14 08:20,Organic Search,SEO Product Pages,Namur,1-9,Restaurant,45.0,0,0
780,2025-12-14 16:31,Organic Search,SEO Product Pages,Liège,1-9,Restaurant,63.0,1,0
781,2025-12-14 07:00,Direct,Brand Direct,Hainaut,1-9,Café,64.0,1,1
782,2025-12-14 20:59,Direct,Returning Visitors,Brussels,1-9,Restaurant,63.0,1,1
783,2025-12-14 16:17,Direct,Demo Page Direct,Brussels,1-9,Restaurant,75.0,0,1
784,2025-12-14 11:18,Email,Newsletter,East Flanders,10-49,Restaurant,83.0,1,0
785,2025-12-14 20:31,Email,Newsletter,East Flanders,10-49,Café,52.0,1,0
786,2025-12-14 07:36,Email,Newsletter,Brussels,1-9,Bar,68.0,1,1
787,2025-12-14 08:12,Referral,Partner Network,Namur,1-9,Bar,52.0,0,0
788,2025-12-15 10:07,Google Ads,High Intent Search,Brussels,10-49,Restaurant,71.0,0,0
789,2025-12-15 10:34,Google Ads,High Intent Search,Brussels,1-9,Restaurant,24.0,0,0
790,2025-12-15 19:05,Google Ads,Competitor Search,Liège,1-9,Bar,32.0,0,0
791,2025-12-15 21:58,Meta Ads,Awareness Video,Flemish Brabant,1-9,Hotel,21.0,0,0
792,2025-12-15 20:09,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,12.0,0,0
793,2025-12-15 16:43,Meta Ads,Awareness Video,Walloon Brabant,1-9,Restaurant,30.0,0,0
794,2025-12-15 10:25,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,20.0,0,0
795,2025-12-15 18:04,Meta Ads,Lead Magnet,Brussels,1-9,Restaurant,31.0,0,0
796,2025-12-15 18:58,Meta Ads,Lead Magnet,Namur,10-49,Restaurant,42.0,0,0
797,2025-12-15 21:07,Meta Ads,Lead Magnet,Flemish Brabant,1-9,Restaurant,4.0,0,0
798,2025-12-15 10:39,Meta Ads,Lead Magnet,Brussels,1-9,Restaurant,29.0,0,0
799,2025-12-15 21:12,Organic Search,SEO Product Pages,Flemish Brabant,50+,Snack,75.0,1,1
800,2025-12-15 14:41,Organic Search,SEO Product Pages,East Flanders,10-49,Restaurant,43.0,1,1
801,2025-12-15 19:12,Organic Search,SEO Product Pages,Hainaut,10-49,Bar,59.0,1,1
802,2025-12-15 15:03,Direct,Brand Direct,Hainaut,1-9,Café,74.0,1,0
803,2025-12-15 15:26,Direct,Brand Direct,Brussels,1-9,Bar,49.0,0,0
804,2025-12-15 17:01,Direct,Returning Visitors,Namur,10-49,Restaurant,64.0,1,1
805,2025-12-15 10:23,Direct,Demo Page Direct,Liège,10-49,Bar,69.0,1,0
806,2025-12-15 21:03,Email,Newsletter,Walloon Brabant,10 - 49,Café,77.0,1,1
807,2025-12-15 21:32,Email,Newsletter,Liège,1-9,Café,29.0,1,0
808,2025-12-15 14:23,Email,Newsletter,Brussels,1-9,Snack,35.0,0,0
809,2025-12-15 16:22,Referral,Customer Referral,Walloon Brabant,1-9,Snack,52.0,0,0
810,2025-12-15 12:28,Referral,Customer Referral,Namur,1-9,Restaurant,48.0,1,0
811,2025-12-16 15:53,Google Ads,High Intent Search,Namur,50+,Restaurant,87.0,1,0
812,2025-12-16 19:46,Google Ads,High Intent Search,Flemish Brabant,1-9,Snack,39.0,0,0
813,2025-12-16 13:36,Google Ads,Restaurant Operations,Namur,1-9,Restaurant,49.0,1,1
814,2025-12-16 13:32,LinkedIn Ads,Operations Leaders,Flemish Brabant,10-49,Restaurant,77.0,0,0
815,2025-12-16 07:54,Meta Ads,Awareness Video,Hainaut,1-9,Restaurant,22.0,0,0
816,2025-12-16 15:36,Meta Ads,Awareness Video,hainaut,1-9,Bar,16.0,0,0
817,2025-12-16 13:38,Meta Ads,Awareness Video,Brussels,10-49,Hotel,41.0,0,0
818,2025-12-16 07:21,Meta Ads,Awareness Video,Namur,1-9,Bar,21.0,0,0
819,2025-12-16 13:52,Organic Search,SEO Product Pages,Brussels,1-9,Restaurant,62.0,0,0
820,2025-12-16 18:08,Organic Search,SEO Product Pages,Namur,10-49,Bar,62.0,1,0
821,2025-12-16 13:26,Organic Search,SEO Product Pages,Namur,50+,Restaurant,55.0,0,0
822,2025-12-16 20:55,Organic Search,SEO Product Pages,Brussels,10-49,Bar,47.0,1,1
823,2025-12-16 16:36,Organic Search,SEO Guides,Antwerp,1-9,Restaurant,35.0,0,0
824,2025-12-16 12:53,Organic Search,SEO Guides,Hainaut,1-9,Restaurant,40.0,0,0
825,2025-12-16 14:49,Direct,Brand Direct,WALLOON BRABANT,1-9,Snack,55.0,0,0
826,2025-12-16 17:44,Direct,Brand Direct,East Flanders,1-9,Snack,66.0,1,1
827,2025-12-16 18:48,Direct,Returning Visitors,Walloon Brabant,1-9,Café,63.0,1,1
828,2025-12-16 20:46,Email,Newsletter,Namur,1-9,Snack,59.0,0,0
829,2025-12-16 21:59,Email,Newsletter,Liège,10-49,Restaurant,41.0,1,0
830,2025-12-16 07:45,Referral,Partner Network,Antwerp,1-9,Bar,72.0,1,1
831,2025-12-16 09:54,Referral,Partner Network,Liège,1-9,Restaurant,83.0,1,1
832,2025-12-16 18:05,Referral,Partner Network,Namur,10-49,Café,100.0,1,1
833,2025-12-16 07:48,Referral,Partner Network,Brussels,10-49,Snack,52.0,1,0
834,2025-12-16 07:11,Referral,Customer Referral,East Flanders,1-9,Restaurant,77.0,1,1
835,2025-12-16 15:18,Referral,Customer Referral,Walloon Brabant,1-9,Restaurant,69.0,1,1
836,2025-12-16 20:14,Referral,Customer Referral,Namur,10-49,Restaurant,72.0,1,1
837,2025-12-16 07:08,Referral,Customer Referral,Antwerp,1-9,Restaurant,86.0,1,1
838,2025-12-17 20:02,Google Ads,Restaurant Operations,Brussels,10-49,Restaurant,54.0,0,0
839,2025-12-17 16:55,LinkedIn Ads,Operations Leaders,Hainaut,50+,Restaurant,100.0,1,1
840,2025-12-17 09:10,Meta Ads,Awareness Video,Antwerp,1-9,Bar,38.0,0,0
841,2025-12-17 16:58,Meta Ads,Lead Magnet,Liège,1-9,Restaurant,51.0,1,0
842,2025-12-17 11:22,Organic Search,SEO Product Pages,Hainaut,10-49,Bar,44.0,0,0
843,2025-12-17 17:47,Organic Search,SEO Guides,Walloon Brabant,10-49,Restaurant,42.0,0,0
844,2025-12-17 16:41,Direct,Returning Visitors,Brussels,1-9,Snack,41.0,1,1
845,2025-12-17 16:26,Direct,Returning Visitors,Hainaut,1-9,Bar,74.0,1,0
846,2025-12-17 18:46,Email,Newsletter,Brussels,1-9,Restaurant,78.0,1,1
847,2025-12-17 10:49,Email,Newsletter,East Flanders,1-9,Restaurant,36.0,0,0
848,2025-12-17 08:01,Email,Newsletter,Antwerp,1-9,Snack,72.0,1,1
849,2025-12-17 14:50,Email,Lead Nurture,Walloon Brabant,10-49,Bar,75.0,1,0
850,2025-12-17 21:49,Email,Lead Nurture,Walloon Brabant,1-9,Restaurant,66.0,1,1
851,2025-12-17 19:00,Referral,Partner Network,Flemish Brabant,10-49,Restaurant,87.0,1,1
852,2025-12-17 15:25,Referral,Partner Network,Namur,10-49,Bar,77.0,1,0
853,2025-12-17 08:04,Referral,Customer Referral,Flemish Brabant,1-9,Café,78.0,0,0
854,2025-12-18 12:17,Google Ads,High Intent Search,namur ,1-9,Restaurant,48.0,1,0
855,2025-12-18 18:35,Google Ads,Restaurant Operations,Walloon Brabant,1-9,Restaurant,58.0,1,0
856,2025-12-18 14:45,LinkedIn Ads,Decision Makers,East Flanders,10-49,Snack,59.0,1,0
857,2025-12-18 17:33,Meta Ads,Lead Magnet,Brussels,1-9,Restaurant,39.0,0,0
858,2025-12-18 20:48,Organic Search,SEO Product Pages,Walloon Brabant,1-9,Hotel,44.0,1,0
859,2025-12-18 12:07,Organic Search,SEO Product Pages,Walloon Brabant,1-9,Restaurant,28.0,0,0
860,2025-12-18 19:31,Organic Search,SEO Guides,Hainaut,10-49,Restaurant,82.0,1,1
861,2025-12-18 13:48,Organic Search,SEO Guides,Walloon Brabant,1-9,Restaurant,50.0,1,1
862,2025-12-18 18:35,Direct,Brand Direct,Antwerp,10-49,Café,55.0,0,0
863,2025-12-18 13:56,Direct,Brand Direct,Walloon Brabant,1-9,Restaurant,76.0,0,0
864,2025-12-18 21:28,Direct,Brand Direct,Antwerp,1-9,Bar,67.0,0,0
865,2025-12-18 18:33,Direct,Returning Visitors,Brussels,1-9,Restaurant,53.0,0,0
866,2025-12-18 11:52,Email,Newsletter,Flemish Brabant,10-49,Café,82.0,1,1
867,2025-12-18 08:48,Email,Newsletter,East Flanders,1-9,Bar,55.0,0,0
868,2025-12-18 11:58,Email,Lead Nurture,Antwerp,1-9,Restaurant,62.0,1,0
869,2025-12-18 14:33,Email,Lead Nurture,Walloon Brabant,1-9,Restaurant,51.0,0,0
870,2025-12-18 12:22,Referral,Partner Network,Hainaut,10-49,Restaurant,76.0,1,1
871,2025-12-18 17:53,Referral,Partner Network,Hainaut,10-49,Restaurant,83.0,1,1
872,2025-12-19 13:48,Meta Ads,Awareness Video,East Flanders,1-9,Café,43.0,0,0
873,2025-12-19 09:40,Meta Ads,Awareness Video,East Flanders,1-9,Restaurant,27.0,0,0
874,2025-12-19 07:29,Meta Ads,Awareness Video,Brussels,1-9,Restaurant,31.0,0,0
875,2025-12-19 15:02,Meta Ads,Awareness Video,Flemish Brabant,1-9,Snack,39.0,1,0
876,2025-12-19 07:48,Meta Ads,Awareness Video,Antwerp,1-9,Café,4.0,0,0
877,2025-12-19 11:33,Meta Ads,Awareness Video,Walloon Brabant,1-9,Restaurant,45.0,0,0
878,2025-12-19 12:36,Meta Ads,Awareness Video,Flemish Brabant,10-49,Snack,59.0,0,0
879,2025-12-19 18:33,Meta Ads,Lead Magnet,Brussels,1-9,Restaurant,20.0,0,0
880,2025-12-19 15:27,Meta Ads,Lead Magnet,Hainaut,1-9,Restaurant,14.0,0,0
881,2025-12-19 20:07,Meta Ads,Lead Magnet,Walloon Brabant,10-49,Restaurant,54.0,0,0
882,2025-12-19 11:42,Meta Ads,Lead Magnet,Flemish Brabant,1-9,Restaurant,28.0,0,0
883,2025-12-19 09:19,Meta Ads,Lead Magnet,Flemish Brabant,1-9,Snack,26.0,0,0
884,2025-12-19 16:41,Meta Ads,Lead Magnet,Brussels,1-9,Café,29.0,0,0
885,2025-12-19 12:26,Organic Search,SEO Product Pages,Brussels,10-49,Bar,76.0,1,0
886,2025-12-19 21:37,Organic Search,SEO Product Pages,Liège,1-9,Restaurant,40.0,0,0
887,2025-12-19 15:57,Organic Search,SEO Product Pages,Flemish Brabant,1-9,Restaurant,47.0,1,1
888,2025-12-19 09:59,Organic Search,SEO Product Pages,Hainaut,10-49,Snack,51.0,1,0
889,2025-12-19 18:19,Organic Search,SEO Product Pages,Walloon Brabant,10-49,Bar,66.0,0,0
890,2025-12-19 15:25,Organic Search,SEO Guides,Namur,10-49,Restaurant,59.0,1,0
891,2025-12-19 19:39,Organic Search,SEO Guides,Walloon Brabant,10-49,Snack,,1,0
892,2025-12-19 15:48,Organic Search,SEO Guides,Flemish Brabant,10-49,Restaurant,56.0,0,0
893,2025-12-19 15:04,Direct,Brand Direct,Brussels,1-9,Bar,68.0,1,1
894,2025-12-19 15:19,Direct,Brand Direct,Walloon Brabant,10-49,Bar,76.0,0,0
895,2025-12-19 18:45,Email,Lead Nurture,Walloon Brabant,1-9,Restaurant,55.0,1,1
896,2025-12-19 11:57,Referral,Customer Referral,Brussels,10-49,Restaurant,87.0,1,1
897,2025-12-20 10:45,Google Ads,High Intent Search,Brussels,10-49,Restaurant,77.0,1,1
898,2025-12-20 17:39,Google Ads,Restaurant Operations,Brussels,1-9,Restaurant,61.0,0,0
899,2025-12-20 09:48,Google Ads,Restaurant Operations,Brussels,10-49,Restaurant,40.0,0,0
900,2025-12-20 14:10,Meta Ads,Lead Magnet,Brussels,10-49,Bar,43.0,0,0
901,2025-12-20 17:15,Organic Search,SEO Guides,Walloon Brabant,1-9,Restaurant,18.0,0,0
902,2025-12-20 20:23,Direct,Brand Direct,Flemish Brabant,1-9,Snack,58.0,0,0
903,2025-12-20 21:51,Direct,Brand Direct,Antwerp,1-9,Café,63.0,1,0
904,2025-12-20 08:06,Direct,Brand Direct,Flemish Brabant,10-49,Hotel,84.0,1,0
905,2025-12-20 17:04,Direct,Brand Direct,East Flanders,1-9,Bar,63.0,1,1
906,2025-12-20 18:11,Direct,Returning Visitors,East Flanders,1-9,Restaurant,76.0,1,1
907,2025-12-20 19:42,Referral,Partner Network,Namur,10-49,Café,94.0,1,1
908,2025-12-21 17:42,Google Ads,Restaurant Operations,Liège,10-49,Restaurant,67.0,0,0
909,2025-12-21 10:18,Meta Ads,Lead Magnet,East Flanders,1-9,Restaurant,25.0,0,0
910,2025-12-21 19:40,Meta Ads,Lead Magnet,Namur,1-9,Café,53.0,0,0
911,2025-12-21 13:31,Meta Ads,Lead Magnet,Hainaut,10-49,Restaurant,29.0,0,0
912,2025-12-21 15:26,Organic Search,SEO Guides,Namur,1-9,Restaurant,57.0,1,0
913,2025-12-21 09:53,Direct,Returning Visitors,Hainaut,1-9,Restaurant,60.0,1,1
914,2025-12-21 11:37,Referral,Customer Referral,East Flanders,1-9,Restaurant,63.0,0,0
915,2025-12-21 13:58,Referral,Customer Referral,Liège,1-9,Restaurant,71.0,1,1
916,2025-12-22 16:54,Google Ads,High Intent Search,Flemish Brabant,50+,Café,88.0,1,1
917,2025-12-22 09:11,Google Ads,High Intent Search,Namur,1-9,Bar,49.0,1,0
918,2025-12-22 09:56,Meta Ads,Awareness Video,Hainaut,1-9,Snack,22.0,0,0
919,2025-12-22 17:44,Meta Ads,Awareness Video,Brussels,1-9,Snack,11.0,0,0
920,2025-12-22 08:54,Meta Ads,Lead Magnet,Antwerp,1-9,Restaurant,,0,0
921,2025-12-22 13:27,Meta Ads,Lead Magnet,Namur,1-9,Restaurant,30.0,0,0
922,2025-12-22 16:28,Organic Search,SEO Product Pages,Hainaut,50+,Hotel,72.0,0,0
923,2025-12-22 14:54,Organic Search,SEO Product Pages,Brussels,1-9,Bar,45.0,1,1
924,2025-12-22 09:44,Organic Search,SEO Product Pages,Walloon Brabant,10-49,Café,66.0,0,0
925,2025-12-22 09:10,Organic Search,SEO Guides,Liège,1-9,Restaurant,51.0,1,0
926,2025-12-22 16:52,Organic Search,SEO Guides,Brussels,1-9,Bar,36.0,1,1
927,2025-12-22 18:33,Direct,Brand Direct,East Flanders,1-9,Bar,64.0,1,0
928,2025-12-22 15:11,Direct,Brand Direct,Antwerp,10-49,Restaurant,46.0,1,1
929,2025-12-22 17:01,Direct,Brand Direct,Walloon Brabant,1-9,Café,57.0,0,0
930,2025-12-22 19:49,Email,Newsletter,Antwerp,10-49,Bar,67.0,1,0
931,2025-12-22 09:12,Referral,Customer Referral,Namur,50+,Restaurant,90.0,1,1
932,2025-12-23 10:59,Google Ads,Restaurant Operations,Flemish Brabant,1-9,Snack,55.0,0,0
933,2025-12-23 19:32,Meta Ads,Awareness Video,Liège,1-9,Restaurant,34.0,1,0
934,2025-12-23 12:03,Meta Ads,Awareness Video,Brussels,10-49,Restaurant,14.0,0,0
935,2025-12-23 13:56,Meta Ads,Awareness Video,Liège,1-9,Café,22.0,0,0
936,2025-12-23 10:40,Meta Ads,Awareness Video,Namur,1-9,Café,39.0,0,0
937,2025-12-23 17:11,Meta Ads,Awareness Video,Walloon Brabant,10-49,Snack,0.0,0,0
938,2025-12-23 14:24,Organic Search,SEO Guides,Antwerp,10-49,Restaurant,18.0,0,0
939,2025-12-23 13:21,Organic Search,SEO Guides,Flemish Brabant,1-9,Restaurant,43.0,0,0
940,2025-12-23 08:16,Direct,Brand Direct,Brussels,50+,Snack,67.0,0,0
941,2025-12-23 10:29,Direct,Brand Direct,Walloon Brabant,1-9,Bar,50.0,1,0
942,2025-12-23 08:07,Direct,Brand Direct,Antwerp,10-49,Restaurant,62.0,0,0
943,2025-12-23 17:10,Direct,Returning Visitors,Liège,1-9,Restaurant,47.0,0,0
944,2025-12-23 13:10,Direct,Returning Visitors,Namur,1-9,Restaurant,45.0,0,0
945,2025-12-23 19:21,Email,Newsletter,Namur,50+,Bar,80.0,1,0
946,2025-12-23 13:53,Email,Newsletter,Brussels,50+,Restaurant,78.0,1,1
947,2025-12-23 11:23,Email,Lead Nurture,Flemish Brabant,1-9,Restaurant,61.0,1,1
948,2025-12-23 14:11,Email,Lead Nurture,Hainaut,50+,Restaurant,96.0,1,1
949,2025-12-23 17:39,Email,Lead Nurture,Liège,50+,Restaurant,81.0,1,1
950,2025-12-23 18:05,Referral,Partner Network,Walloon Brabant,10-49,Café,56.0,0,0
951,2025-12-23 15:45,Referral,Partner Network,Liège,50+,Café,87.0,1,0
