customer_id,year_month,mrr,status
228,2026-06,113.53,active
229,2026-04,46.02,active
229,2026-05,46.24,active
229,2026-06,46.01,active
230,2026-04,49.06,active
230,2026-05,48.93,active
230,2026-06,48.99,active
231,2026-06,1199.17,active
232,2026-05,116.35,active
232,2026-06,117.19,active
233,2026-04,50.58,active
233,2026-05,50.6,active
233,2026-06,50.31,active
234,2026-05,110.35,active
234,2026-06,110.33,active
235,2026-04,120.67,active
235,2026-05,120.45,active
235,2026-06,120.72,active
236,2026-05,109.31,active
236,2026-06,109.35,active
237,2026-04,108.65,active
237,2026-05,107.32,active
237,2026-06,107.85,active
238,2026-05,41.44,active
238,2026-06,41.26,active
239,2026-05,123.62,active
239,2026-06,123.17,active
240,2026-05,43.13,active
240,2026-06,42.95,active
241,2026-04,42.6,active
241,2026-05,42.5,active
241,2026-06,42.71,active
242,2026-04,50.76,active
242,2026-05,51.02,active
242,2026-06,50.83,active
243,2026-05,120.41,active
243,2026-06,119.83,active
244,2026-05,110.65,active
244,2026-06,110.49,active
245,2026-05,46.08,active
245,2026-06,46.09,active
246,2026-05,48.19,active
246,2026-06,48.06,active
247,2026-05,48.11,active
247,2026-06,47.94,active
248,2026-05,49.83,active
248,2026-06,49.31,active
249,2026-04,45.61,active
249,2026-05,45.9,active
249,2026-06,46.08,active
250,2026-05,110.27,active
250,2026-06,111.34,active
251,2026-05,49.09,active
251,2026-06,49.34,active
252,2026-05,42.66,active
252,2026-06,42.55,active
253,2026-05,42.71,active
253,2026-06,42.5,active
254,2026-05,48.48,active
254,2026-06,48.4,active
255,2026-05,108.41,active
255,2026-06,108.5,active
256,2026-05,123.1,active
256,2026-06,123.75,active
257,2026-05,126.65,active
257,2026-06,126.94,active
258,2026-05,123.08,active
258,2026-06,123.1,active
259,2026-05,43.99,active
259,2026-06,44.07,active
260,2026-06,777.15,active
261,2026-06,1091.41,active
262,2026-06,111.01,active
263,2026-05,40.8,active
263,2026-06,40.76,active
264,2026-05,109.83,active
264,2026-06,110.12,active
265,2026-05,45.0,active
265,2026-06,45.0,active
266,2026-06,835.95,active
267,2026-05,568.95,active
267,2026-06,568.42,active
268,2026-05,38.66,active
268,2026-06,38.51,active
269,2026-06,1178.42,active
270,2026-05,44.13,active
270,2026-06,44.25,active
271,2026-05,51.76,active
271,2026-06,51.89,active
272,2026-06,43.01,active
273,2026-05,124.41,active
273,2026-06,124.41,active
274,2026-06,129.96,active
275,2026-05,865.26,active
275,2026-06,870.76,active
276,2026-06,1222.28,active
277,2026-05,44.04,active
277,2026-06,43.95,active
278,2026-06,48.18,active
279,2026-05,94.23,active
279,2026-06,94.18,active
280,2026-06,104.32,active
281,2026-05,44.46,active
281,2026-06,44.55,active
282,2026-05,106.66,active
282,2026-06,106.98,active
283,2026-06,97.9,active
284,2026-05,112.59,active
284,2026-06,112.9,active
285,2026-06,112.45,active
286,2026-05,40.44,active
286,2026-06,40.22,active
287,2026-06,1414.21,active
288,2026-05,112.45,active
288,2026-06,112.73,active
289,2026-05,112.6,active
289,2026-06,112.62,active
290,2026-05,111.66,active
290,2026-06,112.05,active
291,2026-05,1366.01,active
291,2026-06,1375.96,active
292,2026-05,112.46,active
292,2026-06,113.46,active
293,2026-05,43.59,active
293,2026-06,43.5,active
294,2026-06,501.57,active
295,2026-06,109.13,active
296,2026-06,100.62,active
297,2026-06,113.23,active
298,2026-05,110.62,active
298,2026-06,110.84,active
299,2026-06,97.71,active
300,2026-06,864.39,active
301,2026-06,117.38,active
302,2026-05,45.38,active
302,2026-06,45.7,active
303,2026-06,44.84,active
304,2026-06,45.68,active
305,2026-06,540.95,active
306,2026-06,1101.4,active
307,2026-06,110.56,active
308,2026-06,45.39,active
309,2026-06,46.81,active
310,2026-06,42.7,active
311,2026-06,110.21,active
312,2026-06,50.49,active
313,2026-06,52.53,active
314,2026-05,49.59,active
314,2026-06,49.57,active
315,2026-06,42.52,active
316,2026-06,44.54,active
317,2026-06,934.26,active
318,2026-06,101.32,active
319,2026-06,48.1,active
320,2026-06,42.67,active
321,2026-06,1513.33,active
322,2026-06,126.9,active
323,2026-06,760.87,active
324,2026-06,112.47,active
325,2026-06,48.8,active
326,2026-06,43.48,active
327,2026-06,112.43,active
328,2026-06,42.89,active
329,2026-06,107.89,active
330,2026-06,44.57,active
331,2026-06,45.07,active
332,2026-06,49.23,active
333,2026-06,117.04,active
334,2026-06,117.33,active
335,2026-06,124.81,active
336,2026-06,101.4,active
337,2026-06,103.56,active
338,2026-06,105.71,active
339,2026-06,113.2,active
340,2026-06,44.62,active
341,2026-06,100.17,active
342,2026-06,53.04,active
343,2026-06,121.29,active
344,2026-06,132.22,active
345,2026-06,98.77,active
346,2026-06,127.81,active
347,2026-06,118.79,active
348,2026-06,50.74,active
349,2026-06,45.39,active
350,2026-06,44.98,active
